"","text"
"28","@monkeygrabbr @RegVickers @JoyceWhiteVance If you haven’t figured it out yet, I thought you made a poor argument.… https://t.co/Xp0c4Zv4r8"
"29","@monkeygrabbr @RegVickers @JoyceWhiteVance Frankly I don’t care, but since you asked: Better, but not quite there y… https://t.co/u0rXNKXewj"
"30","@billyanurse @HausenKiki @CalltoActivism Rights come with Responsibilities.  You have the right to free speech but… https://t.co/GvHsgGmTlu"
"31","@monkeygrabbr @RegVickers @JoyceWhiteVance Just because you don’t like or trust the bearer of the news… it doesn’t… https://t.co/AMuGeCHdst"
"32","@monkeygrabbr @RegVickers @JoyceWhiteVance See the lower left corner… that is where the credit the source of their… https://t.co/pbiv7BMsZc"
"33","@BKesquire @RonFilipkowski Well said!"
"34","@emptywheel 🤣👏👏👏👏👏🤣"
"35","@BKesquire @harrylitman @factsfaraone Not a strategy I ever took."
"36","@r211425 @mrsberthamason1 @JoyceWhiteVance The comparison is to a drug that causes significant risk of birth defect… https://t.co/CMAyS1ncJi"
"37","@prosediva @JoyceWhiteVance @DrJenGunter Thank you! Also, people should also be talking about the other uses for mi… https://t.co/eFgo0Zwlml"
"38","@keraz37 @JillEBean10 @JoyceWhiteVance @region_sf_girl Exactly. https://t.co/HKUqY6iYNZ"
"39","@JillEBean10 @LindaMHanson @JoyceWhiteVance @region_sf_girl I hope you agree that statement should also apply to mifepristone."
"40","@JillEBean10 @JoyceWhiteVance @region_sf_girl breast cancer, brain cancer, prostate cancer, alcoholism, PTSD and de… https://t.co/cHguljoPpM"
"41","@JillEBean10 @JoyceWhiteVance @region_sf_girl Well gee mifepristone is used for other things too.  If is a safe and… https://t.co/u0VpQuDEF9"
"42","@Copey415 @JoJoFromJerz Thankfully, YOU don’t get to decide which religious beliefs are covered by 1st Amendment.… https://t.co/9SLaTg6mbx"
"43","@Copey415 @JoJoFromJerz believe in abortion.  So I wouldn’t have one. Grow up."
"44","@Copey415 @JoJoFromJerz your beliefs with respect and answered your question seriously. I don’t personally believe… https://t.co/igbatsnZIT"
"45","@Copey415 @JoJoFromJerz Good Lord. Stop. Try to be serious and not a jerk.  You do not have the authority to pass j… https://t.co/yFnSk1HzQS"
"46","@Copey415 @kangoala @JoJoFromJerz Investigating all miscarriages is an enormous undertaking. Maybe those resources… https://t.co/6eAMHMA9tM"
"47","@Copey415 @JoJoFromJerz You belief whether religious/secular is your belief. For many it is part of their religious… https://t.co/kd1Sm26AE4"
"48","@Copey415 @kangoala @JoJoFromJerz But yes, by all means spend resources on investigating miscarriages rather than s… https://t.co/GR3Y0xQrMr"
"49","@Copey415 @kangoala @JoJoFromJerz It would be nice if the people so concerned about imposing their belief system ca… https://t.co/nwDUeUjyBN"
"50","@Copey415 @JoJoFromJerz Additionally there is not a clear scientific answers either. Scott Gilbert is the author of… https://t.co/7YU6mN5wQq"
"51","@Copey415 @JoJoFromJerz 3) It doesn’t matter if you agree with or respect the religious tradition, they have a 1st… https://t.co/fa6XlYU3VS"
"52","@Copey415 @JoJoFromJerz I’ll break it down for you.
1) Belief in when life begins is part of many religious belief… https://t.co/uRNUMEbN9F"
"53","@Copey415 @JoJoFromJerz That is your belief.  You have the right to that belief.  Others may disagree and they have… https://t.co/k303YE6arf"
"54","@Copey415 @JoJoFromJerz Be serious.  Once born, a person has their own individual rights. You are advocating extend… https://t.co/grYCkupAvN"
"55","@Copey415 @JoJoFromJerz You asked what in Constitution applies.  Well I answered your question.  The 1st amend appl… https://t.co/dUvEvJuf1s"
"56","@Copey415 @JoJoFromJerz Whether you belong to a church or not,  you have a belief.  They may be right for you, but… https://t.co/Aej8dLBucE"
"57","@Copey415 @JoJoFromJerz 1st Amendment. You are defining life/murder through lens of your religious beliefs. Some re… https://t.co/S6ynsKKg08"
"58","@cantfixstupids @MPryorFilms @ElieNYC This morning 130,000 Tennesseans woke up without full representation in their… https://t.co/Zyw33mRinp"
"59","@cantfixstupids @MPryorFilms @ElieNYC nullified all the votes cast for these men in an exercise of their power. So… https://t.co/NmfVtlGTOf"
"60","@cantfixstupids @MPryorFilms @ElieNYC Voters cast votes.  That’s democracy. Voters in their districts elected these… https://t.co/a2VOWrmJ7Z"
"61","@WalshFreedom It darn well better.  But I would hope Democrats won’t elect someone who boasted about being able to… https://t.co/youav0HLhQ"
"62","@i_hate_intel @hvyhttr_Dave @ChaseOdell7 @AWeissmann_ I said after Trump’s post, everyone got all in a dither.  Whe… https://t.co/ncEjZXNrD6"
"63","@i_hate_intel @hvyhttr_Dave @ChaseOdell7 @AWeissmann_ He was a federal prosecutor from 2007-2016 in the US Attorney… https://t.co/S1JFS3DXar"
"64","@i_hate_intel @hvyhttr_Dave @ChaseOdell7 @AWeissmann_ it’s all speculation because we aren’t privy to the Grand Jur… https://t.co/wNOC9PFmfv"
"65","@i_hate_intel @hvyhttr_Dave @ChaseOdell7 @AWeissmann_ It was Trump who set the expectation of an imminent indictmen… https://t.co/mLh2lmlvYk"
"66","@hvyhttr_Dave @i_hate_intel @ChaseOdell7 @AWeissmann_ they are building a strong case that accounts for possible de… https://t.co/f12HXhZpXv"
"67","@hvyhttr_Dave @i_hate_intel @ChaseOdell7 @AWeissmann_ Exactly.  They do their due diligence and lock in every witne… https://t.co/spYtUrKZUU"
"68","@i_hate_intel @hvyhttr_Dave @ChaseOdell7 @AWeissmann_ None is of us know exactly what has been presented to grand j… https://t.co/f2bWFYR0Ar"
"69","@i_hate_intel @hvyhttr_Dave @ChaseOdell7 @AWeissmann_ How many trials have you conducted?  They won’t indict if the… https://t.co/frKLSIEdrx"
"70","@hvyhttr_Dave @i_hate_intel @ChaseOdell7 @AWeissmann_ Because they are building their case for trial.  A quick indi… https://t.co/7p1IBYKyxL"
"71","@BrentAnderson99 @gtconway3d I’ll name Two:  (1) January ‘23 unemployment numbers fell to 3.4%… the lowest in more… https://t.co/7ksMTnoLhJ"
"72","@RalphSibilia3 @JoyceWhiteVance @MaryLTrump Fine criticize that if you want. But in reality people often credit the… https://t.co/3O8ZFxsZYE"
"73","@RalphSibilia3 @JoyceWhiteVance @MaryLTrump And yet it cost $0 to read.  Such a grift. 🙄"
"74","@MicahALucas @Mollysrealmom @lawofruby @PULIE2011 That’s why corroborative evidence is required. But honestly, the… https://t.co/hqc5lymBgs"
"75","@Schaumburgur @BevZimmerman01 @GovTimWalz There’s plenty of blame to spread around. But feeding children is the lea… https://t.co/XGJe13fONO"
"76","@Schaumburgur @BevZimmerman01 @GovTimWalz Don’t confuse prioritizing education with fiscal irresponsibility.  The d… https://t.co/ErhlqrXQlV"
"77","@jarredthegeek @smithhere @JoJoFromJerz By definition it hasn’t been proven because it hasn’t been charged yet.  He… https://t.co/xuLv9Uj0F4"
"78","https://t.co/GQ47TAyGMu"
"79","@BevZimmerman01 @GovTimWalz You may not have kids, but those kids are the future employees fueling our economy. If… https://t.co/xbkcNkIF74"
"80","@USAPatriot16 @DGDjr @BDMtoday @EdKrassen @DB772944 It was not a taxpayer funded bailout. It was to make the deposi… https://t.co/trIMFyNv58"
"81","@USAPatriot16 @DGDjr @BDMtoday @EdKrassen @DB772944 But bank runs affect the economy as a whole which then affect n… https://t.co/xsuziEKvD1"
"82","@USAPatriot16 @DGDjr @BDMtoday @EdKrassen @DB772944 protecting the nation’s economy.  So a decision was made to try… https://t.co/Jzqg6m7uwi"
"83","@USAPatriot16 @DGDjr @BDMtoday @EdKrassen @DB772944 made whole?  If it were insurance through ABC Insurance, the an… https://t.co/cEH0u1Yc3y"
"84","@USAPatriot16 @DGDjr @BDMtoday @EdKrassen @DB772944 Silicon Valley Bank was FDIC insured.  But FDIC insurance is fo… https://t.co/Xibdwp9JtF"
"85","@USAPatriot16 @DGDjr @BDMtoday @EdKrassen @DB772944 Insurance.  It’s a nifty product sold to people &amp; businesses to protect against  loss."
"86","@USAPatriot16 @DGDjr @BDMtoday @EdKrassen @DB772944 The FDIC has been around since 1933.  It is hardly a new fangled thing.  🙄"
"87","@USAPatriot16 @DGDjr @BDMtoday @EdKrassen @DB772944 So yes, Banks pay for insurance and the cost is part of its ove… https://t.co/mo0VIJiuEP"
"88","@RochelleAdame7 @arilandd @ericleesprague @Danielsw69 @EdKrassen When I had my cancer surgery, I went with a differ… https://t.co/cK5RQGBAS9"
"89","@RochelleAdame7 @arilandd @ericleesprague @Danielsw69 @EdKrassen Did you ask about your particular risk of waiting?"
"90","@RochelleAdame7 @arilandd @ericleesprague @Danielsw69 @EdKrassen No I’m a person who ask questions.  I ask for the… https://t.co/tuVBXjeDQr"
"91","@RochelleAdame7 @arilandd @ericleesprague @Danielsw69 @EdKrassen If your risk is high, go to a different facility."
"92","@RochelleAdame7 @arilandd @ericleesprague @Danielsw69 @EdKrassen That is a scheduler.  I said ask your doctor about… https://t.co/N3uZDu9a8y"
"93","@RochelleAdame7 @arilandd @ericleesprague @Danielsw69 @EdKrassen Did you ask for data on the risk from your doctor?… https://t.co/U6jjyGZmAE"
"94","@RochelleAdame7 @arilandd @ericleesprague @Danielsw69 @EdKrassen A scheduler is not the person I would ask.  https://t.co/i2yXfmitl2"
"95","@RochelleAdame7 @arilandd @ericleesprague @Danielsw69 @EdKrassen And did you follow up by asking your doctor for da… https://t.co/ilOFgiEOq8"
"96","@RochelleAdame7 @arilandd @ericleesprague @Danielsw69 @EdKrassen My neurologist even sends me a yearly letter regar… https://t.co/MLdZ1h2qq5"
"97","@RochelleAdame7 @arilandd @ericleesprague @Danielsw69 @EdKrassen Belief is not a lie.  Convince me with data if you… https://t.co/1P75boMA4M"
"98","@RochelleAdame7 @arilandd @ericleesprague @Danielsw69 @EdKrassen I needed to take a family member.  My doctor gave… https://t.co/qLbCEcEnaT"
"99","@RochelleAdame7 @arilandd @ericleesprague @Danielsw69 @EdKrassen My recent ultrasound gave a preliminary diagnosis… https://t.co/kw6MDKwBu6"
"100","@RochelleAdame7 @arilandd @ericleesprague @Danielsw69 @EdKrassen Like I said, I don’t give advice beyond seeking me… https://t.co/wf89yBI5NI"
"101","@arilandd @RochelleAdame7 @ericleesprague @Danielsw69 @EdKrassen That or an anti-vaxer using a screening question a… https://t.co/YScriEAwFJ"
"102","@RochelleAdame7 @arilandd @ericleesprague @Danielsw69 @EdKrassen the line.  That is not civil. Bye"
"103","@RochelleAdame7 @arilandd @ericleesprague @Danielsw69 @EdKrassen actually impacted you.  I don’t believe that you h… https://t.co/thkBMda6f3"
"104","@RochelleAdame7 @arilandd @ericleesprague @Danielsw69 @EdKrassen biopsy if your lymph system has not settled down.… https://t.co/yjoNQtDFtF"
"105","@RochelleAdame7 @arilandd @ericleesprague @Danielsw69 @EdKrassen before my pending surgery and the compromising of… https://t.co/GdopCm3LhO"
"106","@RochelleAdame7 @arilandd @ericleesprague @Danielsw69 @EdKrassen aggressive form of uterine cancer... which was lik… https://t.co/iZGipIkoUU"
"107","@RochelleAdame7 @arilandd @ericleesprague @Danielsw69 @EdKrassen Don’t even.  I had an aggressive form of breast ca… https://t.co/UT15u1LbHH"
"108","@RochelleAdame7 @ericleesprague @Danielsw69 @EdKrassen This is the vaccine developed under Trump’s administration.… https://t.co/5VqV2KwaRS"
"109","@RochelleAdame7 @arilandd @ericleesprague @Danielsw69 @EdKrassen There would be no drug interaction 2 weeks out.  🙄… https://t.co/BnzZAtFdtm"
"110","@RochelleAdame7 @arilandd @ericleesprague @Danielsw69 @EdKrassen @arilandd explained it quite well. 6 weeks. Give m… https://t.co/bJF2OJSEOJ"
"111","@arilandd @RochelleAdame7 @ericleesprague @Danielsw69 @EdKrassen They didn’t mean don’t get vaccinated/boosted, jus… https://t.co/onEmIyuZlW"
"112","@arilandd @RochelleAdame7 @ericleesprague @Danielsw69 @EdKrassen Exactly.  I needed to get a steroid injection in m… https://t.co/oFytUctSIf"
"113","@RochelleAdame7 @ericleesprague @Danielsw69 @EdKrassen https://t.co/o0Qh7FFqh7"
"114","@RochelleAdame7 @ericleesprague @Danielsw69 @EdKrassen Trump got the vaccine in private.  He didn’t do it publicly… https://t.co/0dkwbJGsRo"
"115","@ericleesprague @Danielsw69 @EdKrassen By the time the vaccine was ready, he had no effective distribution plan and… https://t.co/gOR9yGCR5Z"
"116","@ericleesprague @Danielsw69 @EdKrassen Trump could have rightly taken a victory lap with how quickly a vaccine was… https://t.co/GZqSQk78jb"
"117","@JadenHalstead @Ophnell_II @kikimelendez @KeneAkers I get the states rights argument.  But no matter how you slice… https://t.co/0mV2VC43nB"
"118","@JadenHalstead @Ophnell_II @kikimelendez @KeneAkers I never said nothing was taught.  Rather, I would say not enoug… https://t.co/uEonXtpQD8"
"119","@JadenHalstead @Ophnell_II @kikimelendez @KeneAkers Again by your own logic, slavery was central. The question aske… https://t.co/JIfaQIFhEv"
"120","@JadenHalstead @Ophnell_II @kikimelendez @KeneAkers Don’t be insulting.  I never said any of this was new to me.  I… https://t.co/ONquzEe2bJ"
"121","@JadenHalstead @Ophnell_II @kikimelendez @KeneAkers “He just wanted it [slavery] to be consistent throughout the na… https://t.co/haB1eMJsKc"
"122","@JadenHalstead @Ophnell_II @kikimelendez @KeneAkers And yet only 8% of US high school students can identify slavery… https://t.co/5DDcBb1wNz"
"123","@JadenHalstead @Ophnell_II @kikimelendez @KeneAkers The fact that he owned slaves is just the surface. That’s the s… https://t.co/2tUuTGblfZ"
"124","@JadenHalstead @Ophnell_II @kikimelendez @KeneAkers I actually studied the complexities in history.  I didn’t just… https://t.co/xM2Dc3q2fu"
"125","@Ophnell_II @JadenHalstead @kikimelendez @KeneAkers just gloss over the uncomfortable bits. Sometimes there is conf… https://t.co/sMNPrQ35DI"
"126","@Ophnell_II @JadenHalstead @kikimelendez @KeneAkers It is relevant because this was how property was treated by a m… https://t.co/A580Oafvnz"
"127","@Ophnell_II @JadenHalstead @kikimelendez @KeneAkers When Sally Hemings was 14 &amp; Jefferson was 44, she essentially b… https://t.co/iTwJgkkI0L"
"128","@JadenHalstead @kikimelendez @KeneAkers inspect the bricks you will find the fingerprints of enslaved children who… https://t.co/GxtRNxokmb"
"129","@JadenHalstead @kikimelendez @KeneAkers And you are happy with only being taught that slavery existed and not learn… https://t.co/AG98s9t42u"
"130","@1ClassyBastard @bjneitzel @kikimelendez @KeneAkers https://t.co/C10vexrTpw"
"131","@1ClassyBastard @bjneitzel @kikimelendez @KeneAkers It was a compromise:  The 3/5 compromise. History is important.… https://t.co/zYcdTfLuX2"
"132","@Saltykiwi79 @kikimelendez @KeneAkers And yet millions of PEOPLE were enslaved as property.  Stop making excuses. https://t.co/8Qcw5r8Sv9"
"133","@bjneitzel @kikimelendez @KeneAkers And yet under Article I, Section 2 a black person was counted as 3/5 a person n… https://t.co/O9DZsG9I24"
"134","@SantiniAllison @2Strong2Silence Slight correction.  If born in 65-66, the first election old enough to vote would… https://t.co/Hm99ok9faG"
"135","@KateCom96753798 @kikimelendez @KeneAkers And if they are not aware, that just proves that the history of slavery n… https://t.co/VuQT757ET1"
"136","@HepcatinExile @kikimelendez @KeneAkers were in effect owning slaves, and were extracting money from the labor of e… https://t.co/b8yHhWKR58"
"137","@HepcatinExile @kikimelendez @KeneAkers Exactly.  Slavery helped make the US have one of the leading economies in t… https://t.co/yxIsu4PT9I"
"138","@CatherineLouck3 @kikimelendez @KeneAkers https://t.co/9n4wgsJoqu"
"139","@kikimelendez @KeneAkers Slavery also happened elsewhere in the world.  But when you study American History… you ne… https://t.co/y2OsOh0LsN"
"140","@kikimelendez @KeneAkers It is true that slavery was on this continent before the formation of the US. But that doe… https://t.co/D2pCrB2Mlx"
"141","@PotsyNP @darryl_pete @KeneAkers Union Army records of deaths and contemporary writings from the time. I don’t endo… https://t.co/B4oHWV9WWd"
"142","@PotsyNP @darryl_pete @KeneAkers about it.  We need to research it, study it, try to understand it.  I’m certain th… https://t.co/zJhRhRamMP"
"143","@PotsyNP @darryl_pete @KeneAkers taught.  So I don’t begin to claim any authority… But it is clear, thousands died.… https://t.co/oJ0Dxi0uOW"
"144","@PotsyNP @darryl_pete @KeneAkers know, as in property contraband.  That language right there strongly implies that… https://t.co/99QsnV1ATf"
"145","@PotsyNP @darryl_pete @KeneAkers combination of blame such as Confederates starving blacks &amp; a liberating Union Arm… https://t.co/oXjehVVerw"
"146","@PotsyNP @darryl_pete @KeneAkers The point is that we IGNORE this important history and as such there’s not many go… https://t.co/57y5XNi31Q"
"147","@PcgDwhelan1 @DavidJollyFL Instead this is just pointless vitriol. Goodbye."
"148","@PcgDwhelan1 @DavidJollyFL I do.  You, however, have not cited any facts, data or context.  You just spout your nar… https://t.co/PFnKOVPI8M"
"149","@PcgDwhelan1 @DavidJollyFL So now you change the subject. 🙄 Maybe watch less tv and read more. Learning, questions,… https://t.co/oQuqZMdDjr"
"150","@PcgDwhelan1 @DavidJollyFL Try going to primary sources, get data and do basic math.  It’s not rocket science."
"151","@BrooklynBorn39 @seb4466 @DavidMDrucker @JoeBiden @RepDustyJohnson @thedispatch The time to have that conversation… https://t.co/ytAEzNDSie"
"152","@hiltongrizz @PcgDwhelan1 @Harvard1988 @SenatorFischer @CNN @washingtonpost @nytimes @DeptofDefense Well apparently… https://t.co/HVxnzZzO9Q"
"153","@PcgDwhelan1 @DavidJollyFL Well so far you’ve offered no facts, no data and no context.  🙄  Waste of time 👋"
"154","@PcgDwhelan1 @DavidJollyFL But the Coronavirus response was a big part of the increase - and that was a bi-partisan… https://t.co/kV8FgSfKqR"
"155","@PcgDwhelan1 @DavidJollyFL Just because something doesn’t fit with your narrative doesn’t make it false.  The state… https://t.co/2jVL1zbmvY"
"156","@hiltongrizz @PcgDwhelan1 @Harvard1988 @SenatorFischer @CNN @washingtonpost @nytimes @DeptofDefense @marcorubio I p… https://t.co/MyIxA5DD9L"
"157","@hiltongrizz @PcgDwhelan1 @Harvard1988 @SenatorFischer @CNN @washingtonpost @nytimes @DeptofDefense @marcorubio cri… https://t.co/7etrl6SyRd"
"158","@hiltongrizz @PcgDwhelan1 @Harvard1988 @SenatorFischer @CNN @washingtonpost @nytimes @DeptofDefense @marcorubio Who… https://t.co/12xTKJRj2o"
"159","@PcgDwhelan1 @Harvard1988 @hiltongrizz @SenatorFischer @CNN @washingtonpost @nytimes @DeptofDefense BTW… while on C… https://t.co/o0mqtbhcOX"
"160","@PcgDwhelan1 @Harvard1988 @hiltongrizz @SenatorFischer @CNN @washingtonpost @nytimes @DeptofDefense appears to have… https://t.co/e4Dy8N9kCO"
"161","@PcgDwhelan1 @Harvard1988 @hiltongrizz @SenatorFischer @CNN @washingtonpost @nytimes @DeptofDefense When you only b… https://t.co/eMp2tvfnlG"
"162","@whit1736 @mail_american @WalshFreedom @IlhanMN But recognize the very real difference of calling for violence and… https://t.co/pe070lExFa"
"163","@whit1736 @mail_american @WalshFreedom @IlhanMN Has Omar said offensive things?  A: yes What did D leadership do? A… https://t.co/vqH13q70iu"
"164","@whit1736 @mail_american @WalshFreedom @IlhanMN So where’s the equivalence to MTG’s encouraging violence or conspir… https://t.co/H4YwrYsQ4j"
"165","@whit1736 @mail_american @WalshFreedom @IlhanMN any disciplinary action (ex would have been to remove from educ com… https://t.co/T8FOYsik1C"
"166","@whit1736 @mail_american @WalshFreedom @IlhanMN Maybe you should Google and read what happened (1) MTG encouraged v… https://t.co/ODNRfTfeBF"
"167","@DrakeSadron @davidmweissman Maybe you should re-think that. D’s have criticized &amp; condemned Omar’s statements-forc… https://t.co/XdrDybv0Jf"
"168","@DrakeSadron @davidmweissman But hey if you want to defend someone who calls for violence that says more about you than anything else."
"169","@DrakeSadron @davidmweissman Did you read what McConnell &amp; McCarthy said? Many in GOP condemned just didn’t have co… https://t.co/PhHxBKroeT"
"170","@DrakeSadron @davidmweissman Despise Omar. Call out her positions with which you disagree. But be factual about it… https://t.co/GrQzqMhTQ5"
"171","@ScottUhlTX @GregAbbott_TX suffer the most.  But for cripes sake don’t say everything’s ok it’s the trees’ fault.… https://t.co/Brqf8otWqX"
"172","@ScottUhlTX @GregAbbott_TX I would like to point out that we have trees in Minnesota along with very cold weather.… https://t.co/dyoB8pqdgk"
"173","@1StrongBlack1 @Galileo242 @harrylitman Exactly.  Well said."
"174","@harrylitman Cooperate &amp; look."
"175","@andybrehm @mbrodkorb @drscottjensen @BirkMatt @GovTimWalz She was devastated. The baby was planned and very much w… https://t.co/ZCNrvjIc4J"
"176","@andybrehm @mbrodkorb @drscottjensen @BirkMatt @GovTimWalz And I’m sick of the rhetoric about abortions until birth… https://t.co/VxtfCAuWw3"
"177","@andybrehm @mbrodkorb @drscottjensen @BirkMatt @GovTimWalz BS. Walz didn’t lie.  And the law merely codifies the ri… https://t.co/rE5DTj5dzo"
"178","@AnitaAlexander1 @BobCurtisAgency @mnhumanrights 👏 Thank you for a civil, concise answer. I doubt that I could have… https://t.co/HkR6MeZoJq"
"179","@Far_Left_Logic @briangoboom @piper4missouri I was a bored young child who thought school was stupid.  She cared en… https://t.co/vomkQMKqCg"
"180","@Far_Left_Logic @briangoboom @piper4missouri I didn’t care.  But then again, I was so accustomed to the norm that I… https://t.co/MpsMz0ziPL"
"181","@Far_Left_Logic @briangoboom @piper4missouri worst teacher ever. Did he constantly talk about his orientation? No.… https://t.co/033gmVHrqM"
"182","@Far_Left_Logic @briangoboom @piper4missouri Miss L.  Looking back, I now know the orientation of all my teachers.… https://t.co/i8pGz8Exzx"
"183","@Far_Left_Logic @briangoboom @piper4missouri upon our teachers.  As a child I didn’t notice or think about the fact… https://t.co/a8oxuLNrnn"
"184","@Far_Left_Logic @briangoboom @piper4missouri No.  I don’t think people are calling you a liar just that you were so… https://t.co/DdhGbkeFn7"
"185","@thatgirlfromNK @BaskindMichelle @PattyMa26193784 @lisadubbels This does not sound like the words of someone w/o co… https://t.co/bbwMPXapXa"
"186","@thatgirlfromNK @BaskindMichelle @PattyMa26193784 @lisadubbels @BaskindMichelle I don’t have time to stalk people’s… https://t.co/7Zad0gp9eG"
"187","@BaskindMichelle @lisadubbels I was at a meeting today where we discussed Social Justice issues.  Much of the discu… https://t.co/8AxLcGNpkd"
"188","@AndrewGisler @cringetalk @WalshFreedom And just a common sense check here.  Trump had 2 AG’s who could have charge… https://t.co/QPdxMwHZ9v"
"189","@AndrewGisler @cringetalk @WalshFreedom There are many legitimate criticisms but there IS a mens rea element to the… https://t.co/IiejWDer8X"
"190","@AndrewGisler @cringetalk @WalshFreedom The IG report said that there exists no history of charging people under su… https://t.co/N25A82iBsQ"
"191","@AndrewGisler @cringetalk @WalshFreedom Section 1924 of Title 18  is the relevant statute: https://t.co/wI8BvYYLqK"
"192","@dwyrain_ffriseg @UpTheClaretsFB @mgoomusic @ArchewellBaby Actually it IS evidence. Evidence that can be challenged… https://t.co/aw1eL7OnqC"
"193","@DanielS24278632 @samknotty @mgoomusic @DuchessOfSilver @ArchewellBaby It’s called the law."
"194","@hugolowell It took this long to come up with that lame excuse????"
"195","@RyanCaseyWA @renato_mariotti Except that’s not true. Slave codes existed until the civil war when they were replac… https://t.co/va2FKZIvof"
"196","@Bongley72 @Suz_Chirps @LEBassett But try to remember who would even know what it looks like from the top but for a drone?"
"197","@Bongley72 @Suz_Chirps @LEBassett Remember the photos that are unflattering were taken from arial drones. Look at t… https://t.co/m6hbQGxQn7"
"198","@ChrisTo47608422 @cringetalk @WalshFreedom And if you don’t like the words of the prosecutors or the IG report, jus… https://t.co/zJruUsuvsG"
"199","@ChrisTo47608422 @cringetalk @WalshFreedom Someone can do something wrong or ill-advised without actually breaking… https://t.co/4fReqleHfx"
"200","@ChrisTo47608422 @cringetalk @WalshFreedom Quit listening to pundits and read the statute and the IG report.  There… https://t.co/uzBZWkYd4y"
"201","@cringetalk @WalshFreedom Try to set aside your bias and try to understand the law. Knowledge and intent are elemen… https://t.co/W8ccDdBrbP"
"202","@Lsantos090769 @Harvard1988 @AWeissmann_ And there is a huge difference between Congressional Investigations/ Heari… https://t.co/PRy1PoOdcQ"
"203","@Lsantos090769 @Harvard1988 @AWeissmann_ Watergate. It also took @ 2yrs b4 any prosecutions in Whitewater, 3 yrs to… https://t.co/XuhcftY7LO"
