"","text"
"56","Happy Mothers day to the Mothers that don't Mother but party the hardest. Happy Mothers day to the Mothers that are… https://t.co/H7rZA9NTQ8"
"57","Black and I'm proud !!!!"
"58","They saving banks, and small businesses, so whose saving schools ? Elementary, and jhs ?"
"59","Nycha need some free wifi, gorgeous the guest, can I get a Amen ? 😂 😂 😂"
"60","You need a job to buy Cigarettes today hmmm, ya Cigarettes 2 dollars more than minimum wage. 😂 roll up lmaooo"
"61","When you realize how sick, Society is ? 
A group of thieves, nuisances, mockery, because it's more of them your wrong. 
Smh"
"62","@aliciakeys Hmmmm beads, you took it back @Aliciakeys"
"63","@CalltoActivism Best Princess ever, can't accept another Queen even in her death. I respect their decisions, and li… https://t.co/pK56LKWEfH"
"64","@365OTG Damn, I can't even remember, he the Kelz of Da west though."
"65","@joncoopertweets Vote for Men in Black Pres Biden !!!"
"66","@60Minutes Nebraska, nobody watches these Lil places....smfh"
"67","@ReallyAmerican1 His Family founded Jesus, please believe him !!!!"
"68","@ABC Owe Bey on Brooklyn, cause Texas got a Brownsville lol"
"69","@LakotaMan1 Agree"
"70","It's not what you do, but how you o it, never think you need to be like someone else, who are you? What do you stan… https://t.co/KabGCzxBrR"
"71","So 30 million graduated today, and we doing Common Core Math for business 😂 
Genius"
"72","@AZ_Brittney I'm loving this outfit!!!"
"73","Yay all stupid rappers have PHD's yes go rob a working woman and get a degree, cause she got trades lmfaooo"
"74","@StessTheEmcee You Brolic girl @LilKimVideos2 😂"
"75","@Lilblackbabies How cute"
"76","@nycgov Problem is, nobody even cleans the garbage, bags don't fit, and you expect no garbage ? Or rats ?"
"77","@ABC Where's the Indian Crown, has it been returned? Is this it ?"
"78","@NJ_Politics No plastic bags, no plastic, metal, or can recycling either."
"79","@TeaPainUSA Nah he really Texas, his family roots founded Jesus 😂 @TeaPainUSA"
"80","@365OTG Georgie"
"81","@SenJoniErnst .ore Mexicans in New York smh hope they jefe ppl 😂"
"82","@krassenstein Yes, it's racial. When they got married it was a problem, he's different like his Mom. Beautiful soul… https://t.co/hd8osTbfV8"
"83","@POTUS Did yall notice every President always cut the teachers, then Healthcare. Banks get saved all the time. Smh… https://t.co/QfPWUjV6aF"
"84","Food Bazaar in Red Hook @wasterecycling @recyclemore @RecyclingToday"
"85","Also, a lot of recycling achines are stuck half the time ( target ) on Atlantic. Stop and shop on Atlantic, its no… https://t.co/uJtFZpguDD"
"86","Upon recycling, I noticed that New Jersey gets nothing, and they give nothing. New Jersey red lined their waters, s… https://t.co/TnvYZnKNV5"
"87","I'll be off of my recycling job, due to machines shutting down, and restrictions. 
Yes, thank you @50cent for addin… https://t.co/0I0PigxqsJ"
"88","My time only vested in your athletic life, so I can rub knuckles with greats, while you do all the hard work. 

My… https://t.co/hekzUME9B0"
"89","Parents today. Timing have to make something of you, for them. It's no such thing as patenting that makes a child,… https://t.co/jqyhJ8uomK"
"90","@HarrietEve9 That's a fact !!!"
"91","I thought it was gonna be a beautiful day today, what happened ?"
"92","@JanetJackson Awwww that is so sweet, I love you 2 Janet the whole family @JanetJackson"
"93","@POTUS I can't wait to live in this America, hopefully it will no longer be the Ivided states of America."
"94","@POTUS I know how the unemployment rate so low, they hired the beehive, Barbs, and rocnation.....I just see makeup,… https://t.co/LINVLpQ94C"
"95","@POTUS @POTUS amen in Black, so can you zap me so I can forget this night mare. Smh"
"96","Since Trump gets another turn, won't we forget Bill Clinton Scandal and give him another chance. He did create Wep. Lol"
"97","@HillaryClinton This Is beautiful, low my Clinton's !!!!"
"98","@DailyLoud He died, but his hate 4 me lives 4 ever !!!"
"99","So many leaders In my Inbox, can we teach me something  besides what you stole? What did you endure for this position ?"
"100","They gave me the problems, and you a role."
"101","Those past before the last one, was yesterday, and this morning, I be offline, trying not to miss a thought."
"102","@funder Goodluck !!!"
"103","Reusable cups for menstrual fold, when stupid ppl get in Healthcare. You insert and it catches ya period, has a cut… https://t.co/bERthddxue"
"104","So silicone and but shots choosing leaders today !!! They can't cook or clean without a staff, they'll try to take… https://t.co/VsLUUMzEJ0"
"105","It's also dudes you bail out, it becomes a waste of money, and time. It's no return !! No change, only time gonna t… https://t.co/nPOpaQzjfv"
"106","If he fall I got him, I fall he got me, yall ain't like me. I had dudes where we spoil each other, I go bail you ou… https://t.co/EhM6q74d4D"
"107","I was birthed to be a man's rib, meaning hold him down, not his punching bag, or next Mother. Nor am I suppose to h… https://t.co/2gieeRV8Th"
"108","@CalltoActivism Respect for Marriage Act, for same sex, when opposit sex is declining, owe it's a birth of new marr… https://t.co/jyPmB1cDaa"
"109","@CalltoActivism Electoral act reform, smh do you understand they need to be abolished, it's undemocratic, we chose… https://t.co/jM3wLokV58"
"110","@CalltoActivism Inflation reduction act ? How do you reduce inflation, by price gauging ? @calltoactivism what's Chips Act ?"
"111","3rd person Farrakhan spoke about is Transgenders, is this what we doing to our kids ? Dwade has 1, I just can't get… https://t.co/nFciWs0CAM"
"112","Crazy part is the Barbs and beehives be pressing charges when you touch they ass. They jump people, they don't figh… https://t.co/aWy5IzSV4e"
"113","How does Beyonce know about the elevator company that owes me ? So the Elevator company paid her, to keep me regula… https://t.co/KBkBgywrwL"
"114","In order to be a barb or beehive, you have to get but shots ? I'm asking"
"115","For many years, I've seen millions of dollars printed for housing, nothing never done. Red Hook alone millions of d… https://t.co/cjhZ1J6d00"
"116","My fake friends been robbing me for Auperstarz, that's the point of the barbs and beehive, start trouble. Guilty by association."
"117","I still stand with @HillaryClinton to abolish the Electoral College, it's very undemocratic, taking away the people's voice and vote."
"118","@TheDemocrats Why do we still have inflation, if unemployment is at historic lows ? So it's not inflation, but price gauging ?"
"119","@MomsDemand I'll see yall again, please add my name to the speech, have a very important person to talk about. Jascena McCrae !!!"
"120","@ALockerRoom1 My Brad? Love it !!!"
"121","@SpeakerPelosi It's not politics, when boys, decide to be girls, but race girls, it's a disadvantage and unfair to… https://t.co/czTJaP4VjI"
"122","@GovInslee Does this depend on State ? Or is it a United States bill, that no state can sentence you death penalty, in America ? @govinslee"
"123","@nycgov Children are suppose to have options, not be forced Vegan cause the Mayor 1. It's like Muslims, get a diffe… https://t.co/yyE1Cxqy32"
"124","@wearesoworthy Damn, my last ring was 50 dollars smh, felt cheap, when it didn't work 😂"
"125","I hate lazy people that attach to your device, to learn what you searching, to pretend they smarter than you....emb… https://t.co/S0aeVXyq5q"
"126","When the only way you can inspire is by being robbed, so everybody can share your investments for free. New way of life !!!"
"127","Today news : in order to be a rapper, you can't have a home, career, or be knowledgeable. Back then wasn't talented… https://t.co/Erlfc73Hdw"
"128","@realmartymar Damn Marty Mar, you just getting that ? Should've got it in the 90's ijs"
"129","@joncoopertweets This is illegal, whether it's the doctors moral, or conscious act, it's denying patient rights, it… https://t.co/GrX5Xyo9V9"
"130","@business @LHSummers The dollar been losing its status, due to petro dollar. Oil is more important, it was regainin… https://t.co/neqIEke3nG"
"131","I can't fix nothing, rappers, governments and drug dealers done stole my life, so no need to try to fix nothing, ca… https://t.co/Yfdl5oo3YZ"
"132","We still have White / Black Power issues ? 
We now have Asian. when do we create that problem ? Divided States of America"
"133","@ReallyAmerican1 Great, so God is coming back to school !!!  
Now we need Nurses again"
"134","@AARPpolicy @susanpolicy For one Nursing homes are robbing the patients, just to make them medicaid eligible, they… https://t.co/CzEF4tkwRN"
"135","The problem today, is everybody wanna control the world, corruption always win, the law don't follow the law, rappe… https://t.co/3SUSdeVXy3"
"136","How do you steal somebody life and not expect adversity ?"
"137","@DineshDSouza Can we get to the real things in life, like the corruption, rappers stealing lives, torcher in Americ… https://t.co/UTFHm48vJ2"
"138","@TeaPainUSA They never do care, they're powerful 😂"
"139","Thought I was gonna be a rapper, but I'm homeless no crib, no kids, searching recyclable cans for food. 
My favorit… https://t.co/cwn6S5M3Mr"
"140","Barbs too, Nicki cousin was my caseworker, Ulrich Jamilla, Nurse Castello was in my job Bay Park they thirsty, tryn… https://t.co/xqfpLmoewZ"
"141","Bey hive, and Roc nation in Union jobs, they taking over parks department, Target, whole food, Food Bazaar, Stop an… https://t.co/kMtNpjANTK"
"142","Now I make to much change for Hov and Bey, they unionized Koreans to grab all the bottles, so I can only have like… https://t.co/AyBEifNVHc"
"143","More Hov and Bey, I think they bought my kids, I know they bought the father to the boys, closed down my daughters… https://t.co/EoeuxEepaY"
"144","My favorite rapper Hov, messed up my lemonade stand, lied about a million dollar distribution deal, that was manage… https://t.co/ny1weVec6I"
"145","@SenSchumer Sad part is, it was never a problem, as long as you didn't miss the trimester 7 weeks you get the pill,… https://t.co/MWLBU0MdrY"
"146","@brucelee Classic !!!! I love them"
"147","I don't make the laws, I try to follow them, but they oppressing purposely !!! NO JUSTICE, NO PEACE !!!! Sick of th… https://t.co/tYhNtsYUR7"
"148","Soon I'm going to find the judge, and Bronx defender, and beat they ass since they wanna play with my kids, Superst… https://t.co/nrzyi0FzqE"
"149","@CutieSelina__ So why you tagging ne in ya messy shape ? Is it cause they messed up my shape ? So you tryna make me… https://t.co/iJHlhZ0M0d"
"150","Earth day ? OK this is what happens when we vote for dummies !! We get Earth days, I thought Earth was a Planet, do… https://t.co/AKTspys6lV"
"151","Investing in climate change ? Environmental Justice is racism and climate change ? These the people we chose to ove… https://t.co/vGdD8jKYBc"
"152","Yes, I be angry, I already invested, that's my business, my education, my kids, and we just stole and shared with b… https://t.co/Ol4dXdhgI1"
"153","@XXL See 1199seiu put @Megasaurusrex93 in my glasses, purple, and she took my class Health Administrative business.… https://t.co/J1I97kvafk"
"154","@upblissed 10 I can't sleep with you, you positive all diseases. Ijs"
"155","@ShowtimeBoxing I'm going for Davis, to bad can't see it"
"156","@FINALLEVEL I can see that"
"157","@DylanOgline I totally agree, minimum wage is not liveable since Covid, then everybody part time, can't afford the… https://t.co/tCr9EmxJ76"
"158","@POTUS How do you serve justice on the environment ? I'm lost"
"159","@AshiaTanah Don't know why, don't even look old enough for a boyfriend. Smfh"
"160","I'm a Superstar already, cause Superstarz all in my background sharing my foundation like it's theirs. I broke me d… https://t.co/7kq2OKjeir"
"161","My sons father, was bought 1 mil to take my kids. My daughters father bought, no more pink teacup for LP on Cumberl… https://t.co/AJPSxrhq3x"
"162","They watched me in Mt home, to destroy my living, used a housing lawyer / landlord, 1199seiu Organizer, 3 courts, 3… https://t.co/qqj4tIbitr"
"163","He's the reason I can't get in the game, the reason Un got hit with that bottle, reason the Knicks and Garden under… https://t.co/OOPpOPihBZ"
"164","6 years, no kids, no case, taken in a train station, I'm homeless, can't even get a job, Nursing licenses sabotaged… https://t.co/yC1FlDnGiD"
"165","They bought both sides of the family, gave out cribs, and Union jobs just to have my life. It's the judges I worry… https://t.co/e77bH6mLDz"
"166","When I go to jail, just remember they broke the law, I just exposed it !!!"
"167","@musicindustry, how long have yall been allowing Beyonce to live in your artist heads ? How many passwords have she… https://t.co/0VqwBLxgl3"
"168","Jay z and Beyonce can steal your kids, add their people in your projects, to starve you, in your home. The govt goe… https://t.co/oiS9KQSvmg"
"169","Beyonce and Hov bought my entire life through Section 8, Union Organizer, I'm the reason everybody in nurse shoes,… https://t.co/lYgmkaiDCg"
"170","@wasterecycling why is it that California, Hawaii, and Maine is on everybottle ? NY is barely on cans, N.j. is not… https://t.co/Rj90GMge5Z"
"171","@thehill Goals, I'm tryna be their kind of married black excellence. Model of black homes."
"172","In Red Hook Bklyn, we have 3 fields all Soccer and football, 1 baseball, the ball court boring now, can we get a ra… https://t.co/ZS2WZXq80q"
"173","@BlackAmericaWeb Not my Jaime !!!! Nooooo"
"174","@SenJoniErnst @Riley_Gaines_ That's right, and end chick's with D!cks and men with slits, in our bathrooms, we are overcrowded."
"175","@GovMurphy @ClimateOfficeNJ @NewJerseyDEP @NJBPU @GovMurphy I'd appreciate if you add New Jersey to the bottle depo… https://t.co/BEpDpfpkh9"
"176","@tvonetv My favorite, why caged birds sing, she js such a poet !!!! Hated poetry, until Mrs Maya Angelou !!!!! Gone… https://t.co/KNk7c7wyrF"
"177","@ReynosoBrooklyn can we get another Race track besides Gershwin Park, we need a Brooklyn track and field star !!! I… https://t.co/T6NcyJ6iVt"
"178","You can steal a life, steal somebody else's education and build America, while you serve them poverty."
"179","Sitting in ijea watching a trip of intellectual disability people, walk students around a furniture store. 
This li… https://t.co/gIl99RoYW8"
"180","I had 3 children on my voucher they are wrongfully taken due to Union Work, so is that your job to turn your back,… https://t.co/2smq8bDP2s"
"181","brad-greenburg, I have been wrongfully evicted since 2018, I have been to Section 8 (0467929) while you play appoin… https://t.co/WNQNvKIZjP"
"182","Not a worker checked on us, to find what happened to this family, whose checking on the occupying of these apartmen… https://t.co/cjFpjeOn9a"
"183","So many Executives yet, my landlord housing lawyer was able to rob me, share my life with the world while yall pret… https://t.co/eC4Bq31gm6"
"184","Certified Security individual, I am aware of the cameras, not a person took notice ? How did we change a whole proj… https://t.co/wdhoIALiZB"
"185","Hi lisa-bova-hiatt, I would like to Know how don't you know that a tenant 0467929 and her 3 children is missing fro… https://t.co/UuAwm3PndW"
"186","I miss my book signings, @bradmeltzer I haven't gotten my other book yet, so keep me a Lincoln till I'm ready. Hope… https://t.co/uUByLhcBMi"
"187","I'm down, but I ain't t out, girl if you knew what it took to get me down, you'd be like wth 
I will be back, bette… https://t.co/1cVwDeI5PW"
"188","@MarkRuffalo @Starbucks @SBWorkersUnited I think union should be busted, all the wrongful terminations. Side jobs,… https://t.co/28WKYs9I0f"
"189","@Edeoghenekevwe Like I'd appreciate if you get off my page, if I was gay, I'd want a real woman not a plastic one. @Edeoghenekevwe"
"190","I bought these from footlocker the end of January, or beginning of February, all the 95's I had, never had this pro… https://t.co/Od2DOKNVre"
"191","Another corrupted day"
"192","Climate Control Problem = Remove the HAARP machine !!! Immediately, give God his job back !!!"
"193","@VP Public and private sector in Zambia, these people have been through enough. Thanks for the philanthropic moment… https://t.co/dBis53HjTA"
"194","@SenJoniErnst Where are you transferring student debt ?"
"195","@POTUS Everyone does have a choice, the Union gets to decide if your worthy enough for their Corporations, and busi… https://t.co/yAK9MBJkaS"
"196","#1 rule of business.....it's no friends or family, it's no F in business."
"197","@SenJoniErnst @POTUS Borders will never be secure, it was everybody fault before him and it will be a problem after… https://t.co/uvjpXmhUid"
"198","1199seiu and UFCW1500 both hired me, I did more than the job, they used my Skills, to train their employees, and ra… https://t.co/GtRWMqeHnx"
"199","@Mike_Pence Is the world over yet ? OK 
I look forward to this !!!!"
"200","Hear YE' hear YE'  

Speechless did you listen tho 

😂 😂 😂 😂"
