"","text"
"81","@NRO @philipaklein 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂…..breathe…..😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂"
"82","All Tuckered Out…😂😂😂 https://t.co/tKWq2HaqzU"
"83","@_gregoryjohn @bubble https://t.co/5b9lYPU3fB"
"84","@marcuslemonis I’d redo my driveway #TheRenovatorHGTVtonight"
"85","@NoLieWithBTC @SarahHuckabee https://t.co/swn6rJCjoY"
"86","@NoLieWithBTC @SarahHuckabee In short, there are many reasons why people dislike Sanders. She is a perceived liar,… https://t.co/oTJhhAay74"
"87","@NoLieWithBTC @SarahHuckabee For example, she once defended Trump's claim that there were ""very fine people on both… https://t.co/z72rEr7CSS"
"88","@NoLieWithBTC @SarahHuckabee She has defended Trump's many controversial statements and actions, and she has helped… https://t.co/UmrWb9oVZD"
"89","@NoLieWithBTC @SarahHuckabee For example, she once called CNN's Jim Acosta a ""liar"" and a ""disgrace,"" and she once… https://t.co/3d5WWXSVI5"
"90","@NoLieWithBTC @SarahHuckabee Sanders' attacks on the media are another reason why she is disliked by many. She has… https://t.co/q1ldyYZTmL"
"91","@NoLieWithBTC @SarahHuckabee She also once shared an allegedly doctored video of CNN reporter Jim Acosta, which mad… https://t.co/B6uTHVjbrQ"
"92","@NoLieWithBTC @SarahHuckabee She also once shared an allegedly doctored video of CNN reporter Jim Acosta, which mad… https://t.co/LzxcrO4K6x"
"93","@NoLieWithBTC @SarahHuckabee For example, she once claimed that there were ""countless members of the FBI"" who no lo… https://t.co/XUdnOPcoAK"
"94","@NoLieWithBTC @SarahHuckabee One of the most common criticisms of Sanders is that she is a liar. She has been caugh… https://t.co/4CyXN8uIBz"
"95","@NoLieWithBTC @SarahHuckabee Sarah Huckabee Sanders is a controversial figure, and there are many reasons why peopl… https://t.co/IJevbdh4BC"
"96","@NoLieWithBTC From an AI prompt: write 500 words about what there is to dislike about Sarah Huckabee Sanders @SarahHuckabee 1/"
"97","😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂….breathe…..😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂@SarahHuckabee https://t.co/l60vGOBd2j"
"98","@Harvard https://t.co/Gok15nnsY9"
"99","@facebook https://t.co/GAhxCLKO0B"
"100","@SenFeinstein Love you Senator but time to resign! https://t.co/yiw7i3bCtT"
"101","@mehdirhasan @SenFeinstein Love the Senator, but it’s beyond time for her to retire."
"102","@LeaderMcConnell And still, you’ll do nothing."
"103","@Victorshi2020 @mehdirhasan @mtaibbi = 💩🤡"
"104","@DashDobrofsky You need to add Idaho to that list due to their abortion ruling."
"105","@CBSEveningNews @CBSNews 🥱"
"106","@Mickeln1980 @JoinTheUnionUS @TheRickWilson Communism….😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂…..breath… https://t.co/ZyvdunBepv"
"107","@RachelBitecofer 🥂 MAGAt tears are indeed the sweetest of all…."
"108","@mcuban @costplusdrugs https://t.co/kpqooNwh1g"
"109","@60Minutes https://t.co/JVyAvtfykV"
"110","@IndivisibleNet https://t.co/olthJbjZcG"
"111","@MollyJongFast https://t.co/luSJghqIVb"
"112","@CurtisIngraham1 @CBSNews @mtgreenee https://t.co/ivTaXg4Ycm"
"113","@davidgura https://t.co/yI0TBo6esL"
"114","@60Minutes https://t.co/bfBOaZMIxC"
"115","@KeithOlbermann @60Minutes https://t.co/DHoC6LVxdz"
"116","@JoJoFromJerz @atrupar @Acyn https://t.co/xEOrTnyWaD"
"117","@CNN https://t.co/lLOYpKNoc4"
"118","@gtconway3d @Reuters https://t.co/gkXFNGd2I9"
"119","@keithedwards https://t.co/rHobjx5zoX"
"120","@CNNPolitics https://t.co/HApWbBoBH5"
"121","@TheRickWilson https://t.co/owEaGZMt4y"
"122","@Lawrence https://t.co/nnjxSGNbzp"
"123","@60Minutes https://t.co/WCyulbbFw9"
"124","@60Minutes If 60 Minutes (and TV) we’re around in 1936 their excuse for doing an interview would have been: But Hit… https://t.co/6tdpmv315R"
"125","@MarshaBlackburn https://t.co/ma8SqagSgj"
"126","@MarshaBlackburn = Feckless Coward https://t.co/iqy9cMkVkY"
"127","@TheRickWilson @RonDeSantisFL = 🤡💩"
"128","@TheRickWilson 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂…..breathe…..😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂"
"129","@hmeisler @StrawPollcom Worked for me and it only let me vote once."
"130","@JoJoFromJerz @KariLake = 💩🤡"
"131","@kayleighmcenany @realDonaldTrump Dat u? https://t.co/GeEBKjvL5S"
"132","@atrupar 👋🏼"
"133","@bchesky https://t.co/4rpkYMI5rJ"
"134","@RagingVentures If they ease the market tanks. Def gonna raise."
"135","@JoJoFromJerz @atrupar Woke sky and Woke grass too I see…."
"136","@AndrewYang 🖕🖕🏻🖕🏼🖕🏽🖕🏾🖕🏿"
"137","@JDCocchiarella 🥂 🎈 🎂"
"138","@McBrideLawNYC @realDonaldTrump @realDonaldTrump = 💩 🍊 🤡"
"139","@McBrideLawNYC @realDonaldTrump 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂…..breathe…..😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂… https://t.co/hkDgIVQ5QW"
"140","@David_Leavitt https://t.co/n0cGyP9Wid"
"141","@YouTube Wow what a disgrace. I’m so over the supposed benefits of ‘tech’ in our lives. All it does is create more… https://t.co/3WUlHLAzco"
"142","Go https://t.co/RxreEzv8ne"
"143","@ThisWeekABC @Mike_Pence @jonkarl 🤮🤮🤮"
"144","@hmeisler Wordle 635 5/6

⬜🟨🟨🟩⬜
⬜🟩🟨🟩🟨
⬜🟩🟩🟩🟩
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩"
"145","@sarahleah1 @DAWNmenaorg @PhilMickelson @b_dechambeau @kevinna915 @BKoepka @bubbawatson"
"146","@followtheh 😂😂😂 #ETTD"
"147","@_gregoryjohn Will be interesting to see if the same results can be achieved with Bubble https://t.co/Cmwv5i7Lho"
"148","@LIVGolfNation 🥱"
"149","@KennyPolcari @Forbes batting a 1.000…."
"150","@hmeisler No… that is even…"
"151","@Jason @threehourcoffee @mollywood (to moderate) @JacqKD"
"152","@hmeisler https://t.co/yJ1aqj0fAd"
"153","@kairyssdal Why buy when depositors are fleeing these banks and moving their money to the big banks. There’s no ris… https://t.co/wZLUKVC6TE"
"154","@DavidSacks  = 💩🤡 https://t.co/wOQckpLHzd"
"155","@followtheh @DavidSacks Oh look…. the libertarian, free-market douche is NOW in favor of socialism. Got it."
"156","@kairyssdal @Marketplace 😱😱😱 https://t.co/engCc4BSYM"
"157","@kairyssdal I know this bank failure will be the headline on todays MP. And may I suggest you pull out the big guns… https://t.co/K01IAB9XhT"
"158","@eamonlynch @golfweek 🥱"
"159","@KellyAuCoin77 Holy sh*t…."
"160","@BerryHenson And a TV deal with the CW…. lol"
"161","@BerryHenson Utter nonsense. Koepka himself admitted in the Netflix doc that he can no longer compete on the PGA to… https://t.co/lFmVBCnlk9"
"162","@GOLF_com 🥱"
"163","@SharkGregNorman @livgolf_league 🥱"
"164","@OpenAI @Microsoft https://t.co/iUUn6yzlCA"
"165","@JohnDabkovich @ChefReactions But go to the new location which just opens at Red Rock."
"166","Nicely done @Meta in letting the 💩🍊🤡 back on your platform… https://t.co/Wn36LmdJPv"
"167","@eamonlynch @PhilMickelson = 💩🤡"
"168","@KellyAuCoin77 When is Billions back??"
"169","@girlsreallyrule 💩 🍊 🤡"
"170","@DavidCornDC @elonmusk @mtaibbi @elonmusk &amp; @mtaibbi = 💩🤡🤡"
"171","@LEBassett Where are all the forks going you ask? The fork if I know…"
"172","@Meta = 💩🤡🤡🤡🤡🤡🤡🤡🤡 https://t.co/S5sD47nDvx"
"173","@CalltoActivism MAGAts"
"174","@BillPascrell Yup. Everyone in the Dem caucus needs to shout this from the rooftops over and over. I’ve already let… https://t.co/i5zRtZIyxe"
"175","@slayer_agolf Not if you switch your feed to “Following”"
"176","@Victorshi2020 Ugh. Democrats never learn. This will ensure we lose the seat to the GOP."
"177","@JudiciaryGOP 🥱"
"178","@JoJoFromJerz Run TV and social media ads against republicans in their home States/districts"
"179","@nathaliejacoby1 Masking and vaccinations….and tequila…lots of tequila"
"180","@StuartBlitz k"
"181","@staphwriter Totally understandable"
"182","@Santos4Congress @CNN @Santos4Congress = 💩🤡"
"183","@JoJoFromJerz 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂….breathe…..😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂"
"184","@HouseGOP 🥱"
"185","@MeetThePress @mikememoli @alivitali @KenDilanianNBC @NBCNewsNow 🥱"
"186","@SteveScalise ps Is this ‘legislation’ in the room with you now???"
"187","@SteveScalise 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂……breathe….😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂"
"188","@RepMTG @SpeakerMcCarthy @HouseGOP @SnoopDogg Time to call your lawyers…."
"189","@RepScottPerry @RepScottPerry = 💩🤡"
"190","@latimes And yet natural gas prices are at a year low and so it appears that @socalgas is gaslighting it’s customer… https://t.co/AUBA4Ktbst"
"191","@GOPChairwoman The truth is coming for you Ronna…. https://t.co/6eS3e2drVB"
"192","@karaswisher @jonstewart https://t.co/ARKeJFruNC"
"193","@mcspocky @MuellerSheWrote https://t.co/bWqfT9NkG7"
"194","@MuellerSheWrote https://t.co/QCTqRgPI4i"
"195","@georgehahn https://t.co/4LRkpAdZZm"
"196","@Grace_Segers https://t.co/rkt5YbP7hC"
"197","@MeidasTouch @GOPLeader https://t.co/J8JILjEtYw"
"198","@RandiRhodes https://t.co/KUxkdhMiR9"
"199","@PeterGleick Peter - please post a link to that graphic!"
"200","@kylegriffin1 https://t.co/JzuPQdpBCX"
"201","@Mike_Pence @HouseGOP @GOPLeader https://t.co/isi81KUUlu"
"202","@CBSNews https://t.co/m2dH6ngx9Z"
"203","@mmpadellan https://t.co/LtqhvxCeYg"
"204","@travisakers https://t.co/JOexqRPVQS"
"205","@sethmoulton 😂😂😂😂😂😂😂😂😂"
"206","@mcspocky I hope the models in this pic never work again (as models)…."
"207","@BillSPACman The marketing person who thought this was a good idea needs to be fired…."
"208","@Rooster_75 @LakeSuperior @NOAA_GLERL 22’ waves?? Please post footage. Gotta see those…."
"209","@NYPD19Pct I’m afraid I will always have to defer to our hero….😉 https://t.co/bzHCorveCa"
"210","@NYPD19Pct @carlquintanilla @DieHard @19thPct DEBATABLE …??!! FROM THE MAN HIMSELF??????  What more proof does NY’s Finest need???"
"211","@NYPD19Pct @carlquintanilla @DieHard @19thPct McClane says otherwise….. https://t.co/1py4jXYZxQ"
"212","@Tesla got crushed today 😂😂😂😂😂 I used to want a Tesla. Not anymore. I’d spend it on a bag of 💩 before I’d ever give Elno a f*cking dollar."
"213","@jbrown11871 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂…..breathe…..😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂"
"214","@JeffClarkUSA = 💩🤡 https://t.co/hRe3WAzyvC"
"215","@jals2010 @RepScottPerry @TeamCavuto @FoxBusiness 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂……breathe…..😂😂😂😂😂😂😂😂😂😂… https://t.co/i7GNv2Fnhv"
"216","@jason As a long term fan you are tarnishing your reputation by continually weighing into this debate. Musk and Sac… https://t.co/g4fH36CTqQ"
"217","@JuddLegum @DavidSacks There’s no bigger fraud or snowflake than @DavidSacks"
"218","@DWUhlfelderLaw @GeoRebekah QElon is awesome…. using it everyday from now on"
"219","And @WME are you still working with and rep’ing Elon?? WTF??!! https://t.co/f1R953Mppe"
"220","@nickmartin @RexChapman Seriously @jason WTF??"
"221","@RollingStone Elon = 💩🤡"
"222","@nytimes Children shouldn’t be subjected to a parent’s so called right to make stupid decisions on their behalf. Keep the mandates in place."
"223","@SenateGOP @HouseGOP @GOPChairwoman This is the man you all bow down to…. 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂… https://t.co/uTIr4Wgm29"
"224","@jayyeh Nov leads please!"
"225","@mollywood Utterly"
"226","@Google @Apple @tim_cook https://t.co/UIRwrJzMCP"
"227","@RepRalphNorman Time to resign. NOW…. https://t.co/SFp0hC8IOh"
"228","@sarahrainsford @AdamKinzinger @freepaulwhelan “It seems” is lazy bs. You know better."
"229","@BlackKnight10k Gonna be lit https://t.co/gSl1Go7DRO"
"230","@RepJeffries While you’re at it, please raise the debt ceiling."
"231","@nytimes Wordle 534 4/6

⬜⬜⬜🟩⬜
⬜🟩🟨🟩⬜
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩"
"232","@jason Your boy @elonmusk = 💩🤡 https://t.co/U2YOIzf8yk"
"233","@elonmusk @EmmanuelMacron Do the plans involve sharing dick pics with the people of France?"
"234","@Jason Hope you didn’t invest too much cash in this…. Looking like a flop 📉 https://t.co/nGlkehEVp3"
"235","@elonmusk https://t.co/voT9tvq00O"
"236","@hmeisler It’s gonna be lit!!! https://t.co/n118GHmgKz"
"237","@FBI https://t.co/pC0SaPEKvR"
"238","@elonmusk @jason @timcook @Google https://t.co/iwRk60PRK2"
"239","@ThirdAngie An anchor…. https://t.co/sB8l9HTcEQ"
