"","text"
"84","@LeaningLeftShow Gonna say yes; he’s a man and trump wouldn’t have bullied and screamed at him. He’d still be an as… https://t.co/i5DjrTHxQq"
"85","@RpsAgainstTrump Glenn Kirschner, Andrew Weissman, Rick Wilson. Kind of like a tribunal."
"86","@mschlapp You make me so happy, and proud to be a hardworking, honest, caring citizen of this world; I do more to m… https://t.co/f3Ohcc16pg"
"87","@NWPinPDX @kgirlartist66 👍"
"88","@DudeAsInCool @AnnCoulter I was wondering if this was some more sarcasm. Her snark is sometimes hard to decipher."
"89","@RCdeWinter Hahaha. As I said, we seem to be laughing again. The end is near."
"90","@RCdeWinter It relieves me to be able to laugh at jokes again. We've always poked fun at our politicians, every con… https://t.co/DxHe5v6nu6"
"91","Some set of tiny balls, but major bravado, on the ex-president. He rudely screamed in the face of the (young female… https://t.co/NKw8s9PpXZ"
"92","#subhumanatrocity Nail on the head description! https://t.co/xuLH8QSsdz"
"93","@Flashmaggie It’s incredibly lovely. I’m having an emotional day, and it felt good to see it."
"94","@ThatEricAlper In Dreams Roy Orbison."
"95","@HLK851 I feel this so deeply. I'm sorry this is happening. You're doing the right thing. I worked at elementary sc… https://t.co/X67yf7heYF"
"96","@WalshFreedom He’s run his entire life on lies and bullshit. It takes effort to make an informed decision; they see… https://t.co/95dI6bWxY3"
"97","@realTuckFrumper He sounds like a pathetic, obnoxious, defiant child. He can’t give a straight answer; he has no opinion or information."
"98","Love it when I can understand; just the facts! https://t.co/y7eEnXMPiK"
"99","@PortiaMcGonagal Me too! First time I really took notice was on Ray Donovan - after that he was ubiquitous."
"100","@colourfulpassio We care . Congratulations 🎈"
"101","@forced2laugh Awesome. You’re an asset to the community!!"
"102","@ThatEricAlper Slip Sliding Away by Paul Simon"
"103","@WalshFreedom They are both good people ..."
"104","@LanceUSA70 All valid points that expose a wee bit of the hypocrisy!"
"105","@JoeyBautista999 Choose a friendly face, and start there. After a while you will find yourself looking around. I ha… https://t.co/1LdTFfDPlw"
"106","@AnnCoulter I’m white and I’m positive they didn’t mean me …"
"107","@bitcoinlobo @krassenstein Says volumes"
"108","@Sophia_Nyx Tombstone"
"109","@ThatEricAlper Sidney Poitier as Sir!!!"
"110","@FaithDRecovery What’s you describe here is the experience that assured me, without a doubt, that I never wanted a… https://t.co/4iBkDWhAM3"
"111","@MartyTa94849826 A bridge too far!"
"112","@much_hypocrisy @GnarveyH Reread the words in the second amendment, then speak up."
"113","@MySobrietyDiary I added up all the money I saved, too. Not sure where we stand now (hubby quit 1 1/2 yrs after I d… https://t.co/JZFdoIsykA"
"114","@MiaStJohnBoxer That first drink is the map to the back of the line"
"115","@DemoLady7 @megynkelly Respect. She’s actually saying we should give up. What kind of attitude is that?"
"116","@RyanKennedy_22 Pippa."
"117","@ericareport Is it our history? Yes, so just teach us history. You can’t edit history, you can only learn from it."
"118","@megynkelly We are trying to talk about solutions, not taking away the right to own guns. Rules, regulations, educa… https://t.co/bGEh4rmx7R"
"119","@louieruvolo Me. I did stop and start a few times along the way, but when my mind was made up, I knew I was on a di… https://t.co/Cj73BKYMHN"
"120","@WalshFreedom I think people who want gun control, also want the right to own a gun. They just want some rules and… https://t.co/dZTV1MdNkU"
"121","@realTuckFrumper Sounds like fear to me. Everyone should be furious."
"122","@idahogal1006 It boggles the mind. A lot of it is the dastardly Fox Entertainment people passing lies off as news."
"123","@kgirlartist66 ‘Bout to start NBC"
"124","@TG22110 Christina Ferrari"
"125","@davidmweissman It’s not. Do your best, be kind, know these great things about yourself and don’t be hurt by others… https://t.co/xylNLSKzEh"
"126","@PastorAlexLove How do you know they don’t?"
"127","@StephenShelle20 It’s so special!"
"128","@KatBrzozowski I cut the toothpaste tube off, bit by bit and use every drop. Can’t help it."
"129","@DemoLady7 @BaddCompani I thought he was cocky, looked nervous during the J6 hearings. What’s a snake in the grass."
"130","@ThatEricAlper Melissa Etheridge and Joan Osborne duet of “Somebody Bring Me Some Water “!"
"131","@DemoLady7 @MuellerSheWrote Took me a minute, but he really is the biggest PAB!"
"132","@TheaLanden I’m impressed! Good job."
"133","@DemoLady7 @MuellerSheWrote This is his cockamamie con; his whining attempt to manipulate reality and dupe people.… https://t.co/TMpPvhaoDe"
"134","@perry_ron Uptown Funk"
"135","@SteeredStraight I'm on here every day, at some time or another; I try to be encouraging because I'm so grateful, s… https://t.co/v4Iw15kQbJ"
"136","@Kelly_Marie1998 The Kinks"
"137","@itsallgood782 It doesn't matter which day is the day that changes the way you manage your life. Forgive your mista… https://t.co/KSCcOvOtQq"
"138","@imTerenceLester Forget about old what’s ‘er name, Sir."
"139","@MarkKepes Someone who is‘very unfair’."
"140","@davidfrum This whole thing has been demoralizing; trump’s been a criminal his whole life, but a Supreme Court Just… https://t.co/BhdzssnOp3"
"141","@Victori95041098 She brought the dress - his DNA could exonerate him, but he refuses … hmm, that seems very odd!"
"142","@pooojamangal @ThanksCancer I wish you everything good!!"
"143","@suzyqjordan She’s a little angel."
"144","@coreybking I’m so glad. I hope he can revive his career!"
"145","@citybusdriver17 They look so good!"
"146","@ThatEricAlper Steve and Edie"
"147","DEAR CONGRESS, PLEASE DO SOMETHING https://t.co/mSlB2lPjj4"
"148","@EdKrassen No wonder he’s never spoken up, or had much to say …"
"149","@DrT_IslandWoman You both shine, in your own appropriate ways ❤️"
"150","@PortiaMcGonagal I love those"
"151","@louieruvolo For me it was wanting to be a good role model for the kids we raised while drinking. We always took ca… https://t.co/dsuTIS32oe"
"152","@Gtilleymatthews BEAUTIFUL"
"153","@4a_of My construction-worker hubby was hurt in the job, couldn’t work. He kept looking;  found a job at 69. We got… https://t.co/AzHMhFZyqU"
"154","THIS IS WHAT HE’S WORKING ON https://t.co/8Y9xZyNksF"
"155","@pritinotpretty Beautiful color! Happy days, friend!"
"156","@4diva63 @MikeSington EXACTLY!"
"157","@DemoLady7 Everything trump touches is toxic, treacherous, and tainted."
"158","@marlene4719 Poseur extraordinaire!"
"159","@Lgreads24 @joncoopertweets Yeah, but $$$ for them, so … worse than selling their own souls."
"160","@dryAF2023 @hawkeyefan2015 Honestly, I felt fear for you, also; I tried that route ( and many others ) so many time… https://t.co/NQpFS2qf7l"
"161","@Lgreads24 @Resisted2TheEnd @lance_cotten It’s so offensive."
"162","@bonkrzz1018 Not I!"
"163","@caymariek Red door."
"164","@bonkrzz1018 Mine does."
"165","@MaritaGolden I'm 73, and have a photo of myself that has the same vibe yours has - it's in the eyes. Beautiful pos… https://t.co/VyZeZGuuz0"
"166","@ThatEricAlper Hallejulahby k.d. lang."
"167","@RonFilipkowski A 17 year old should have the ability to stay away from melees and weapons of mass destruction; if… https://t.co/XuoD7nJdq5"
"168","She’s the poster child for‘just say anything to get what you want’- in her case votes. Her daughter is either crush… https://t.co/LBzDAfnGNy"
"169","@prime_bee Specifics?"
"170","@DarrinHall15 @RandyRainbow Randy isn't their type ... he's too honest."
"171","@SpeakerMcCarthy Joe Biden is a human being who takes the honor of his office seriously, and is doing his best ever… https://t.co/cMiRXuCIHs"
"172","@WorldofRobert1 This single thing - learned by reading Courage to Change - has made my life so much happier. This c… https://t.co/9Xi1wlEVgT"
"173","@Rawxsin @ThanksCancer Meant to say radiation ..."
"174","@Rawxsin @ThanksCancer What a shitty thing to say to someone starting chemo, when you've already been through it yo… https://t.co/mkl7aChDjo"
"175","@BennyBoygr Oh, he's a love ... too glad you had each other."
"176","I love you for retweeting this video ❤️ https://t.co/Nc54IVxtiJ"
"177","@DemoLady7 That's fair, 'cuz he got trump elected."
"178","@dam_Cornwall Love the color."
"179","@1980Dorothy Anyone who doesn't see through this hasn't seen it because it's not being shown, for them to consider,… https://t.co/Dw958dQHee"
"180","@DemoLady7 They are trying to crush the only education available to people not as privileged and entitled as they a… https://t.co/dVRfGO19bZ"
"181","@nathaliejacoby1 Charlatan"
"182","@propublica @MisterMike92660 My 70-year-old husband went back to work; the SS checks (30 years of work) were not en… https://t.co/nFAKa0oC34"
"183","@nhannahjones I agree. 100%"
"184","@Jezebel Like, ever? I don’t understand. Who are these people who are not smart enough to know what they do to othe… https://t.co/CDAgzQMjPp"
"185","@joncoopertweets Close, Tucker."
"186","@123MathMan @RonFilipkowski She was not elected to trample the law and ignore the rules. Interrupting a person who… https://t.co/QKWTweJbF4"
"187","@engteachervng @ThatEricAlper I’m going to get it on my Kindle right now!"
"188","@Paigebrazell @MSNBC @CNN @maddow @MaddowBlog @JoyAnnReid @Lawrence @chrislhayes 👎"
"189","@mschlapp They aren’t blowhards; instead, they do their homework, get their ducks in a row, and proceed with confid… https://t.co/kCwdnlA9N1"
"190","@WorldofRobert1 I am going to try it"
"191","@EdKrassen Huh?"
"192","@TheGumFairy You are going to make your friend feel so special 💐🎂"
"193","@dam_Cornwall Good morning!"
"194","@SpeakerMcCarthy If you turned that in to your professor, you would see a lot of red inked comments advising you to… https://t.co/yoothFh2YA"
"195","@RpsAgainstTrump He can’t even pay attention to what anyone else is doing; he can’t focus that long. Instead, he ju… https://t.co/PAJmnI4Le8"
"196","@KupcakeProse Good on you."
"197","@JustAMazen @RonFilipkowski He thinks it’s a compliment. That’s indicative of the way he sees women."
"198","@RonFilipkowski Do his parents, Leona Helmsley and  P.T. Barnum, know he’s out there lying for all to see and hear?… https://t.co/fpEj0Ctt2o"
"199","@BrandonHonaker1 You’re going to feel so much better!!!❤️"
"200","When you’re right you’re not just right, you’re really right! https://t.co/8OZgpfqPqY"
"201","@nathaliejacoby1 Duplicitous."
"202","@kgirlartist66 Speaking of liars …"
"203","@RealCandaceO You are obnoxious if you think gay people invented debauchery!"
"204","@BlueOc1981 Yep"
"205","@SpeakerMcCarthy Don’t want to talk about all the duplicity, huh? I watched Fux  (sic) news last night. PATHETIC."
"206","@anilacyceramics @seungminkim @KidadaEWilliams I’m guessing he’s sorry … for himself."
"207","@mschlapp Wow. If your Jesus appeared before you, would you lie in his face like that? The right thing to do would… https://t.co/U5cgF1Yymm"
"208","@littlelivist No, it will get easier. The first time I told one of our kids how sorry I was, it was so hard. Truth… https://t.co/yj4WaNcsI3"
"209","@bonkrzz1018 That’s the rub; Seattle is a great city, and the whole area is gorgeous, but it’s a lot of rain."
"210","@sheila8007 He’s such a beautiful boy!"
"211","@MichaelLRoss7 Beautiful!"
"212","@MichaelLRoss7 Gorgeous"
"213","@realTuckFrumper You’re a horrible person"
"214","@realTuckFrumper Even as a teenager, the lyingest liars on the planet, I didn’t lie a tenth as much as this horrible person."
"215","@RonFilipkowski This man cannot even fathom that no one would believe that story  - even if told by a decent, kind,… https://t.co/mPWJKqS72N"
"216","@libraryoflg That's great!"
"217","@MichaelSteele @kgirlartist66 The wrecking crew"
"218","@DemoLady7 @natsechobbyist He’s so hard to watch."
"219","@DemoLady7 @natsechobbyist Hahaha"
"220","@Natasha_abe2002 Jail Face. Hatred."
"221","@UnashamedAlc 😘"
"222","@ThatEricAlper Honestly, Manhattan Transfer because I had never heard them, or he’s of them"
"223","@SpeakerMcCarthy I don’t know, you have flip-flopped so much - according to which way you think the votes blow - I… https://t.co/kWPrszE3vR"
"224","@Sir_Tom_Malory That damn ice cream!!!"
"225","@SpeakerMcCarthy Did you enjoy the 39%+ jump over trump’s term? His grifting netted him way more than that, but he’… https://t.co/MzUoJBsXDT"
"226","@DavyCrockett987 Which is what Lindsey Graham predicted if trump got the nomination and won. Yep, said trump’s a ko… https://t.co/HNqFKBl5e2"
"227","@AllSoul1865 Horrific."
"228","@wyonaf It looks very cute, and I wish you luck, and a quick recovery."
"229","@bonkrzz1018 That's messed up. I'm protective of my cat, and have watched over every pet I've ever had, my whole li… https://t.co/ETo7mNRmW9"
"230","@UnashamedAlc Happy birthday to you, Charlie 🎁"
"231","@ThatEricAlper E T - the bicycle scene. In second place is every other movie scored by John Williams ❤️"
"232","@Catheri63659074 Happy birthday, pretty lady."
"233","@marburyjack @ThatEricAlper Well, I was going to say math, but … I usefully to love throwing frisbee, and tried frisbee golf to no avail."
"234","@MrTAchilles Take what you’ve learned here with you and weed the unkind people out. I have had to learn not to be h… https://t.co/xm0ZyQeRGZ"
"235","@realTuckFrumper BS"
"236","@mmpadellan A raving lunatic."
"237","@RonFilipkowski He has given deception and duplicity his all; the man has never attempted anything openly and hones… https://t.co/80XH7pt3eT"
"238","@ClaudetteGGibs1 I like the blonde"
"239","@_B___S A thousand yeses."
"240","@lilythefirst Looks like Bella was loved to the max; good for her and her family. All good memories.😘"
"241","@TedNugent Which makes you a crazy basterd."
"242","@dam_Cornwall Wow, so much artistry."
"243","Because the wealthy don’t have anything to offer for improving the lives of the Lou polloi (majority of voters), so… https://t.co/r2X3Vmx8Fs"
"244","@EricTrump That’s a bunch of words you know, with deep insinuation and no facts. I could say I’m a beautiful, tall… https://t.co/arN7mgQ1BB"
"245","@LolaPatolla Yay!"
"246","If they can’t fulfill their duties, they should find a new job. You should see some of the people I waited on worki… https://t.co/tNZlP18Shz"
"247","@azmichael1976 That loud, incessant sniffing, though …"
"248","@azmichael1976 @mp2sobriety Hahaha, I was hoping no one would notice …"
"249","@mschlapp It's all you, Schlappy!"
"250","@mp2sobriety 1928"
"251","@cgraw1 You’re being proactive and smart. Life’s a roller coaster and we all have rough times - not everyone works… https://t.co/OY2JRoFf0B"
"252","@kgirlartist66 Yup."
"253","@rgoodlaw @maggieNYT @alanfeuer Julius and Ethel Rosenberg ."
"254","@itsallgood782 @found_courage Now that you see it, make the change and be good to yourself. It helps to catch and c… https://t.co/024cxyHbwZ"
"255","@WalshFreedom Especially old, experienced, intelligent, and caring. Someone who honors the oath."
"256","@sapphiresdust 73. NEVER!"
"257","@YKyrabo I can"
"258","@PortiaMcGonagal Not one solid thought or sentence!"
"259","@theothergambler Please believe me when I say that you will find the good feelings again. I cried for a long, long… https://t.co/P8zaqz9Nn3"
"260","@DemoLady7 I see you"
"261","@UnashamedAlc That’s such an honor ❤️"
"262","@YKyrabo Amazing"
"263","@BlueOceanGal1 @kathrynresister In a delightfully insidious way, he can thank trump and the GOP for this deserved disrobing!"
"264","@MrTAchilles If I cried, it would be sadness for what he’s done to all of us."
"265","He never experiences an honest, true moment … he says what he wants to be truth, and expects that we are all too du… https://t.co/VRiTLIkKay"
"266","BINGO https://t.co/FSitAtmo9j"
"267","@rolga77 What a beautiful thing to do, it will comfort both of you."
