"","text"
"72","https://t.co/UC468MjpnT"
"73","https://t.co/9ATxaAjgUV"
"74","https://t.co/P1LlsQL1Eb"
"75","https://t.co/pSASJGnRsK"
"76","https://t.co/QtVVcCAvET"
"77","https://t.co/tE9sLX11Ed"
"78","https://t.co/2un3sQjp0E"
"79","otra mas para mi lista de locuras.... Puerto Rico Comic Con 2018 — asistiendo a Puerto Rico Comic Con 2018 en Centr… https://t.co/klnnMcHzZ9"
"80","I posted a new video to Facebook https://t.co/kFssrht6BR"
"81","tan bello....💕💕💕💕💕🇵🇷 https://t.co/GZKwasbfeo"
"82","He añadido un vídeo a una lista de reproducción de @YouTube (https://t.co/jUytVjVHS0 - Light painting tutorial - Camera settings"
"83","https://t.co/1po5EBWxEd"
"84","You have to check out this store! Its amazing! https://t.co/Q3DsyMs6IN"
"85","https://t.co/1po5EBWxEd"
"86","Ayuda a que Ileana Delgado obtenga más firmas - ¡todavía se necesitan 71 firmas! https://t.co/RCpUwKkJ2F"
"87","hace tiempo qe no sabia lo qe era estar en twitter otra vez🤣🤣🤣 nos vemos en tres años😎"
"88","He añadido un vídeo a una lista de reproducción de @YouTube (https://t.co/eDK6vbiCAn - Hua Mulan)."
"89","Me ha gustado un vídeo de @YouTube (https://t.co/FyLIgo6DFR - FRIENDS (2018) Movie Teaser Trailer #1 - Jennifer Aniston Friends"
"90","Me ha gustado un vídeo de @YouTube (https://t.co/8zMdlMv8Go - JONGHYUN 종현 '빛이 나 (Shinin’)' MV)."
"91","Me ha gustado un vídeo de @YouTube (https://t.co/x8SkczvvoI - JONGHYUN 종현 'Lonely (Feat. 태연)' MV)."
"92","Me ha gustado un vídeo de @YouTube (https://t.co/rlIWWmEvj0 - Sanky Panky 3 Trailer Oficial HD)."
"93","Me ha gustado un vídeo de @YouTube (https://t.co/awIM8O1z10 - ""STRANGER THINGS: A Bad Lip Reading"")."
"94","Me ha gustado un vídeo de @YouTube (https://t.co/dUoLT9XNAv - LO QUE NO SABÍAS DE DANIEL EL TRAVIESO - Masacote)."
"95","Me ha gustado un vídeo de @YouTube (https://t.co/MqJHNzMW4L - Luis Fonsi, Demi Lovato - Échame La Culpa)."
"96","Me ha gustado un vídeo de @YouTube (https://t.co/qM1G86rn0b - Samsung Galaxy: Growing Up)."
"97","Me ha gustado un vídeo de @YouTube (https://t.co/zcNcs9LMLe - Celebrities Read Mean Tweets #11)."
"98","He añadido un vídeo a una lista de reproducción de @YouTube (https://t.co/ahoigmENi9 - Big Bang Secret Garden Parody full)."
"99","Me ha gustado un vídeo de @YouTube (https://t.co/6RNIRMvyqT - Vico C: Y Boquete Pa' Tu Techo | Video Oficial)."
"100","Me ha gustado un vídeo de @YouTube (https://t.co/ECAizybcrR - Entrevista CONTROVERSIAL a la sensual, MIMI PABÓN)."
"101","Me ha gustado un vídeo de @YouTube (https://t.co/oA0YCRvBkS - Pagan $15,000 por mis chanclas - Puerto Rico 2017)."
"102","Me ha gustado un vídeo de @YouTube (https://t.co/BHEu1W2Ldx - Residente - La Cátedra)."
"103","Me ha gustado un vídeo de @YouTube (https://t.co/vykikP6S9v - I **PRANKED!** MY BIGGEST HATER! (REVENGE!))."
"104","Me ha gustado un vídeo de @YouTube (https://t.co/yatC95P73p - SLEPT WITH MY BRO'S GIRL *PRANK!*)."
"105","Me ha gustado un vídeo de @YouTube (https://t.co/PXbCai75pi - Jennifer Lopez - Mirate (Estreno Mundial) Live In Premios Latín"
"106","Me ha gustado un vídeo de @YouTube (https://t.co/jp6s41kJTl - New Empire - A Little Braver (Official Music Video))."
"107","Me ha gustado un vídeo de @YouTube (https://t.co/U6ix8OoL3g - New Empire A Little Braver sub español Uncontrollably Fond)."
"108","Me gustó un video de @YouTube de @delanadapr https://t.co/EYipZ8drVk De la Nada- Boss (Super Perro)"
"109","Me gustó un video de @YouTube https://t.co/8CMRpRhqkN Beauty and the Beast (From ""Beauty and the Beast""/Official Video)"
"110","Creo que es injusto para un pelotero que solamente queria representar a su patria, que lo degraden de esta forma... https://t.co/5RbzBWcxDv"
"111","[Foto Perfil] ¡Voy a #LosNuestros y Pago Doble! https://t.co/4Rldr9PUx8"
"112","Me gustó un video de @YouTube de @benphillipsuk https://t.co/2iYNFfXOTx My bro's has the snip PRANK!"
"113","Me gustó un video de @YouTube https://t.co/tzlmVimPSq Nikon coolpix P900 83x optical zoom world record - video test on moon"
"114","Me gustó un video de @YouTube de @popsugarvideo https://t.co/pXceKCDPaO Where to See the Northern Lights in the US | Find Your Happy"
"115","Agregué un video a una lista de reproducción de @YouTube https://t.co/WNZJrLYxHC Floricienta - hay un cuento letra"
"116","Me gustó un video de @YouTube https://t.co/WNZJrLYxHC Floricienta - hay un cuento letra"
"117","Me gustó un video de @YouTube https://t.co/WNZJrMg96c Floricienta - hay un cuento letra"
"118","Me gustó un video de @YouTube https://t.co/WSqtBPHC8H 'Fantastic Beasts' of the TSA w/ Eddie Redmayne"
"119","Electoral College Electors: Electoral College Make Hillary Clinton President on December 19 - ¡Firma la petición! https://t.co/rwWI3LDFoK"
"120","Me gustó un video de @YouTube https://t.co/0F2uMZFtG4 Welcome"
"121","Me gustó un video de @YouTube https://t.co/gaDYfbpmIy 그 애(愛) It's Love - 정엽(JungYup) [SBS 드라마 닥터스 OST Part.3]"
"122","Agregué un video a una lista de reproducción de @YouTube https://t.co/odpaY6NVQx 30 LAZY LIFE HACKS for WEIGHT LOSS That Actually"
"123","Agregué un video a una lista de reproducción de @YouTube https://t.co/msnxvDIijJ Boku no Hatsukoi wo Kimi ni Sasagu"
"124","Me gustó un video de @YouTube https://t.co/Ku0X8oSir7 The Secret Society of the Illuminati"
"125","Me gustó un video de @YouTube https://t.co/UPF9i1Npvg Escenas Divertidas de Doramas [Hablemos de Doramas] - Cap 113"
"126","Me gustó un video de @YouTube https://t.co/mQOOJWBCsL ""HIGH SCHOOL MUSICAL: A BAD LIP READING"" -- Bad Lip Reading and Disney XD"
"127","Me gustó un video de @YouTube https://t.co/HJSjOeBMiN Luis Fonsi - 08 Todo Vuelve a Empezar (Con Laura Pausini)"
"128","Me gustó un video de @YouTube https://t.co/55pfkS0LB9 Luis Fonsi - 07 Lágrimas Del Mar"
"129","Me gustó un video de @YouTube de @paunegretemarin https://t.co/kVsFOjNblS PORTACELULAR de Máquinita de Videojuegos✔ ★Así o más"
"130","Me gustó un video de @YouTube https://t.co/SwoTc0pyHL 05 I Will Forget You (그럴 겁니다 잊을 겁니다 ) C.N Blue [DL]"
"131","Agregué un video a una lista de reproducción de @YouTube https://t.co/uxvbLqWD7Y CNBLUE - Teardrops in the Rain - Acústico [SubEng"
"132","Me gustó un video de @YouTube https://t.co/RSetJhzntH Entertainer OST from Episode 1"
"133","Me gustó un video de @YouTube de @shavershop https://t.co/lsS1nrCDAQ Philips AirStyler - Curls and dries hair at the same time!"
"134","Agregué un video a una lista de reproducción de @YouTube https://t.co/A6H7HPwwbO Bob, The Train | Animal Sounds Song and More"
"135","https://t.co/z7aMBh9vNe"
"136","Me gustó un video de @YouTube https://t.co/LGKCDL5I67 Don't Call Me Princess | Episode Clip | Powerpuff Girls | Cartoon Network"
"137","Me gustó un video de @YouTube https://t.co/Xt9H5LP71G T-Mobile | ""Drop The Balls"" Super Bowl Ad | :30s TV Commercial"
"138","Me gustó un video de @YouTube https://t.co/hmhfA4dl6K THE ANGRY BIRDS MOVIE - Official Theatrical Trailer (HD)"
"139","Me gustó un video de @YouTube de @emmymadeinjapan https://t.co/FiNI3eLFiX Emmy Eats Puerto Rico - Tasting Puerto Rican Sweets"
"140","Me gustó un video de @YouTube https://t.co/RhQMX3aPhF '50 Shades Darker' Extended Trailer"
"141","Me gustó un video de @YouTube https://t.co/qBFVGhUg3E Go To College Music Video (with FIRST LADY MICHELLE OBAMA!)"
"142","Me gustó un video de @YouTube https://t.co/fqU05i0IK6 PSY - DADDY(feat. CL of 2NE1) M/V"
"143","Me gustó un video de @YouTube https://t.co/DQ3lXtpZwe Hashtags: #ThanksgivingFail"
"144","Me gustó un video de @YouTube https://t.co/1OgrqQMHJ3 Kudai - Morir de Amor [Official Video HD]"
"145","Me gustó un video de @YouTube de @gabriela4_4 https://t.co/mJHzhlWEb2 Pelicula Koizora Cielo de amor Sub español COMPLETA"
"146","Me gustó un video de @YouTube de @stewilliamsyork https://t.co/0CK7zgQHpi Koizora (Cielo de amor) Sub español COMPLETA"
"147","Me gustó un video de @YouTube http://t.co/OcAZYOkDFK Types of Spanish Accents - Joanna Rants"
"148","Me gustó un video de @YouTube de @sagyehan http://t.co/8H7x0CGTIl [ENG SUB] My First Time - Choi Minho"
"149","Me gustó un video de @YouTube de @germangarmendia http://t.co/lD7nygoRau Mi Experiencia Con Los TERREMOTOS | Hola Soy German"
"150","Me gustó un video de @YouTube http://t.co/NduM6bEWPJ ""Jimpire"" (""Empire"" Parody)"
"151","Me gustó un video de @YouTube http://t.co/wZZ6vS4QuC [ LADYBABY ] ニッポン饅頭 振り付け講座"
"152","Me gustó un video de @YouTube http://t.co/PaKwCz3F05 [HIT] 뮤직뱅크 인 멕시코(MusicBank in Mexico)-EXO-K - Sabor a"
"153","Me gustó un video de @YouTube http://t.co/zFErG8HZML LUNAFLY - A ti M/V"
"154","Me gustó un video de @YouTube http://t.co/naEQJGRDND [HIT] 불후의명곡2-에일리(Ailee) - 베사메무쵸.20120414"
"155","Me gustó un video de @YouTube http://t.co/S6C60rCz7M U-KISS (유키스) - Dear My Friend (Spanish Version)"
"156","Me gustó un video de @YouTube http://t.co/jyNp9pFds8 Jonghyun (SHINee) - Y Si Fuera Ella"
"157","Me gustó un video de @YouTube http://t.co/1cKSldO7Ej [HIT] 뮤직뱅크 인 멕시코(MusicBank in"
"158","Me gustó un video de @YouTube http://t.co/y4Hfn4m4so Lena Park(박정현) _ Sorry(미안해) MV"
"159","solo 4 dias y la uni comienza.... siento qe no fui lo suficiente a la playa.... graxx a dios qe estudio 3 dias....😘😘😘😘😘😘"
"160","Me gustó un video de @YouTube de @ladyreahofi http://t.co/Ek5SDXrxda SIMS 4 - Iron y Edu de fiesta!- Ep 36 Segunda temporada ""A"
"161","Me gustó un video de @YouTube http://t.co/VyQoWCxBKC People Taste Test Puerto Rican Food"
"162","Me gustó un video de @YouTube de @emmymadeinjapan http://t.co/ZjGeEv5FvP How to Use Chopsticks Tutorial"
"163","Agregué un video a una lista de reproducción de @YouTube http://t.co/kub6h9onOe How To: Straightening My Natural Hair"
"164","Me gustó un video de @YouTube http://t.co/kub6h9onOe How To: Straightening My Natural Hair"
"165","Agregué un video a una lista de reproducción de @YouTube http://t.co/Tmj4sTcLTr OREO Ice Cream Cake - 2 Tier Cookies &amp; Cream Cake"
"166","Agregué un video a una lista de reproducción de @YouTube http://t.co/OE1kdha8sL S'mores Cake Jars! Cooking with Squish Episode 2 -"
"167","Agregué un video a una lista de reproducción de @YouTube http://t.co/OCHpk7Ymi1 OREO IceCream Sandwiches - No Bake, 2 Ingredient"
"168","Agregué un video a una lista de reproducción de @YouTube http://t.co/jX5DTwZ5TY Ferrero Nutella MILKSHAKE Recipe in EDIBLE CUPS!"
"169","Agregué un video a una lista de reproducción de @YouTube http://t.co/9Njgsw1nmy OREO Cookie Shots! Home Made Milk &amp; Cookies &amp; Cream"
"170","haciendo la monografia.... se me esta acabando el cartucho dl cerebro...... #lastdayuni.... #july9 #RNADN #nursegrad"
"171","LIVE on #Periscope: My first Periscope!!!!!! https://t.co/dWbyiSPBWb"
"172","Me gustó un video de @YouTube http://t.co/Ghz13GNwT2 Hugh Jackman Shows Jimmy How to Really Eat Vegemite"
"173","Me gustó un video de @YouTube http://t.co/qYUheFwusU 방탄소년단(BTS) - 'I NEED U' MV (Original ver.)"
"174","Me gustó un video de @YouTube http://t.co/VDGjtxdS7R Cake Batter Ice Cream Hamilton Beach"
"175","Me gustó un video de @YouTube http://t.co/Dc7M1cNAJg How To Download The Sims 4 For FREE | Simple &amp; Easy"
"176","I'm Grey Material #GreyInterns http://t.co/hfnzW36w5t"
"177","my addiction..... @TheRoyalsOnE 💘💘💘.... who attacked the king??? who is responsible??? let's find out...."
"178","Guardé una lista de reproducción de @YouTube: http://t.co/OSJipQ7WCh"
"179","Me gustó un video de @YouTube http://t.co/F0bN017bJV Pros and Cons: Buying the Apple Watch"
"180","@askdes what about the #NoteEdge ?"
"181","hoy es de estos fu&amp;$+#:&amp; dias en qe amanezco con alergias....."
"182","Me gustó un video de @YouTube http://t.co/Qavmsb0xOn 김현중 ""LUCKY GUY"" Full Ver."
"183","#NBLCatherineVOTO... #NBLCatherineVOTO #NBLCatherineVOTO... #NBLCatherineVOTO... #NBLCatherineVOTO... #NBLCatherineVOTO... #NBLCatherineVOTO"
"184","He añadido un vídeo a una lista de reproducción de @YouTube (http://t.co/6l9T8xaxyt - DIY Plastic Spoon Flowers - Man Vs. Pin"
"185","He añadido un vídeo a una lista de reproducción de @YouTube (http://t.co/rtuALm5ZcA - Ramen-Crusted Chicken Wings Recipe | Eat the"
"186","Me ha gustado un vídeo de @YouTube (http://t.co/V7SiGyRlYz - KIDS REACT TO ZACH KING VINES)."
"187","#NBLCatherineVoto #NBLCatherineVoto #NBLCatherineVoto #NBLCatherineVoto"
"188","dando graxx xq nunca me deje vencer... no ha sido facil pero sigo hacia adelante para ser mejor persona y futura nurse....😆😆😆😆😆"
"189","Agregué un video a una lista de reproducción de @YouTube http://t.co/x3AFEemQby Sam Smith - I'm Not The Only One [Traducida al"
"190","Me ha gustado un vídeo de @YouTube (http://t.co/l4Tu4jM9a0 - Thank You Notes: Ben &amp; Jerry's, Lent)."
"191","never, ever is going to be someone who is like me http://t.co/sSinQEWrfQ"
"192","인생의 모든 것을 알고 종료 ... 바보"
"193","I added a video to a @YouTube playlist http://t.co/jrJT9lLIqq Rihanna And Kanye West And Paul McCartney - FourFiveSeconds"
"194","Join me on tsū, they are sharing social revenues with all of us #tsunation https://t.co/gg1yqNxCCn"
"195","I added a video to a @YouTube playlist http://t.co/0KZQtfLfce Katy Perry - By The Grace of God (Audio)"
"196","Me ha gustado un vídeo de @YouTube (http://t.co/RmoIN1BBK0 - Skylar Grey - I Know You (Fifty Shades Of Grey) (Lyric Video))."
"197","mi sencillez rebasa todos los limites.....♥♥ http://t.co/7oLYJH8Ish"
"198","He guardado una lista de reproducción de @YouTube http://t.co/103ip1btv9 F4 After"
"199","This is my jam: ME VUELVO UN COBARDE by CHRISTIAN DANIEL KQ105 104.7Fm ♫ #i♥Radio #NowPlaying http://t.co/aUu91JyOKU http://t.co/FG1o31Iwx3"
"200","Me ha gustado un vídeo de @YouTube (http://t.co/LLkF1Uy8nj - Propósitos De Año Nuevo | Hola Soy German)."
"201","Me ha gustado un vídeo de @YouTube (http://t.co/9T0anUcCBg - 정용화 (Jung Yong Hwa) - 마일리지 (Mileage) With YDG M/V)."
"202","Me ha gustado un vídeo de @YouTube (http://t.co/n0FSdOkTTq - JUNG YONG HWA - 마일리지(Mileage) with YDG MV Teaser)."
"203","Me ha gustado un vídeo de @YouTube (http://t.co/Rq913PdQRs - Teeth Whitening using Activated Charcoal)."
"204","cuando sabes que algo malo le estan pasando a alguien y no puedes hacer nada......"
"205","vivo en una isla donde cuando uno tiene dinero no lo gasta y cuando no tiene hace lo imposible por gastar lo que no tiene..... #PRlife..."
"206","Me ha gustado una lista de reproducción de @YouTube (http://t.co/yqArDLnmYc - BOYS"
"207","gracias por todas las enseñanzas, valores y risas.... #RIPChespirito"
"208","Me ha gustado un vídeo de @YouTube (http://t.co/ucRM53qKsR - The Hanging Tree - The Hunger Games: Mockingjay Pt.1 Score (James"
"209","Me ha gustado un vídeo de @YouTube (http://t.co/OoflM7AXX9 - Takee - world's first holographic 3D smartphone)."
"210","Me ha gustado un vídeo de @YouTube (http://t.co/XhQz2RWpJp - Box of Lies with Channing Tatum)."
"211","Me ha gustado un vídeo de @YouTube de @mohamedsunbae (http://t.co/3WLeMFWT54 - SBS Drama #ParkShinHye #LeeJongSuk #Pinocchio Trailer"
"212","Use my promo code, http://t.co/hvock8J2xj, to join Fronto. Just wake up your phone and get rewarded!"
"213","Me ha gustado un vídeo de @YouTube de @kanygarcia (http://t.co/QxW7dvJFbU - Kany Garcia - ADonde Fue Cecilia? (Cualquier Dia - a la"
"214","@Wapa4 y @Virtualizate están regalando un Smartphone LG G3. ¡Participar es fácil! Click aquí: http://t.co/dMHEo9SMi2 #WapaTV  false"
"215","Me ha gustado un vídeo de @YouTube (http://t.co/jtjx3op6jo - CANCIONES | Hola Soy German)."
"216","Me ha gustado un vídeo de @YouTube (http://t.co/pTFdvHuMca - Ookami Kodomo No Ame To Yuki - sub español)."
"217","#treehouseofterror25 #TheSimpsons"
"218","Me ha gustado un vídeo de @YouTube (http://t.co/wqcj5GSHol - SBS [내겐너무사랑스러운그녀] - 8일(수) 예고)."
"219","Me ha gustado un vídeo de @YouTube (http://t.co/zVXRHPsbWi - Memoirs of a Geisha 720p BluRay Full Movie)."
"220","Me ha gustado un vídeo de @YouTube (http://t.co/fwmYx7DEx6 - Jimmy Fallon feat. http://t.co/XbE58QtlP5 - Ew! (Official Music Video))."
"221","Me ha gustado un vídeo de @YouTube (http://t.co/MYT7y1cied - Whites - Saturday Night Live)."
"222","#WHOAMIACTUALLY.... that's the question?"
"223","mi aburrimiento d los otros dias en la uni.... http://t.co/anHWGO68CJ"
"224","Adicionei um vídeo a uma playlist @YouTube http://t.co/8mm1OAgQXV Mraz ft. Ximena Sariñana - Lucky"
"225","Me ha gustado un vídeo de @YouTube (http://t.co/PgbmsWxsKc - 『るろうに剣心 伝説の最期編』予告編)."
"226","Me ha gustado un vídeo de @YouTube (http://t.co/qRCoM8n2aQ - Simpsons Ice Bucket Challenge | THE SIMPSONS | ANIMATION on FOX)."
"227","@SMTOWNGLOBAL @josedueno_ent @LadyMagica @KQ105 @Forever_SHINee @realjonghyun90 @CNBLUE_4  #PuertoRicanswantKPOP http://t.co/j6A8hJ9Pvy"
"228","#PuertoRicanswantKPOP queremos kpop al igual que otros paises... @CNBLUE_4 @TonyMojena2 @LadyMagica @KQ105 @miemisora @Hot102pr"
"229","Me ha gustado un vídeo de @YouTube de @patryjordan (http://t.co/GeA4FDm5QL - COMO HACER ONDAS O RIZOS SIN PLANCHAS)."
"230","I added a video to a @YouTube playlist http://t.co/7mtLIErtnK Americans Try Korean Snacks For The First Time"
"231","@SunshineRemix me rio en todo el programa... especialmente con La Funeraria y el Mama's Boy"
"232","Me ha gustado una lista de reproducción de @YouTube"
"233","nothing is gonna stop me...!!!!!!! i'm gonna do whatever i like from now on... making an new life bit by bit...😉"
"234","Me ha gustado un vídeo de @YouTube (http://t.co/15h371CHpk - CHISTES | Hola Soy German)."
"235","asi mantienes a tus sims entretenidos... http://t.co/j7UUyQ6Aki"
"236","Me ha gustado un vídeo de @YouTube (http://t.co/pdxRJu6iGj - David Guetta - Titanium ft. Sia (Official Video))."
"237","i'm asking myself.... when love is gonna touch my door....??? maybe never ooooorrr.... a faraway soon...✌"
"238","I added a video to a @YouTube playlist http://t.co/BO3AXyynUb Sakura (Cherry Blossom) Nail Art -Oriental Style Manicure"
"239","Am adăugat un videoclip la o listă de redare pe @YouTube, http://t.co/UFgOfjS0FM Arizona Green Tea Cherry Blossom Nail Art"
"240","Me ha gustado un vídeo de @YouTube (http://t.co/h9bxP3PNmE - 5 Seconds of Summer Performs “Amnesia”)."
"241","I added a video to a @YouTube playlist http://t.co/4e9EgyoHHA 5 Seconds of Summer Performs “Amnesia”"
"242","Me ha gustado una lista de reproducción de @YouTube"
"243","#MejorVestido @AustinMahone"
"244","@drpepper @PremiosJuventud having the opportunity to do what i like... tener la oportunidad de hacer lo que me gusta #BecaUnica"
"245","I added a video to a @YouTube playlist http://t.co/gkRuUB8iBs COMO BAJE 6 LIBRAS EN 3 DIAS"
"246","我將一部影片加到了 @YouTube 播放清單 http://t.co/1zuVEU3qjE Al Diablo con los Guapos - Capítulo 22"
"247","#magic.... ♫ ""Magic (feat. Rivers Cuomo)"" by @RiversCuomo (@ Juncos, Puerto Rico) http://t.co/CdEfNATHby"
"248","mi despertar..... #happymorning #doggies #mybed #zafiro #mapache #doggies #mybed #happymorning #mapache #zafiro http://t.co/QUTozF4AY1"
"249","http://t.co/nz4LI0LnlJ via @mobli http://t.co/hOxRpaTcmZ"
"250","@HiddenCash why don't you do one in Puerto Rico.... it would be interesting...."
"251","Me ha gustado un vídeo de @YouTube (http://t.co/xOY0zZlHK3 - Cornetto Cupidity Love Stories - Shadow Dancer)."
"252","Me ha gustado una lista de reproducción de @YouTube"
"253","Me ha gustado un vídeo de @YouTube (http://t.co/QVH6zkoaZx - Camila - Me Enseñaste a Odiar (Cover Audio))."
"254","Photo made by InstaPlace http://t.co/h0j5h70qPj"
"255","Me ha gustado un vídeo de @YouTube (http://t.co/RbZFG4PB2f - Gabriel Coronel - Yo Te Ame (Official Lyric Video))."
"256","¡Vamos, @thekfa! #Mundial2014 #KOR🇰🇷 ¿De qué selección eres? https://t.co/xdvoeIUQn0 http://t.co/jw0gGcGZzE"
"257","¡Vamos, @thekfa! #Mundial2014 ¿De qué selección eres? https://t.co/xdvoeIUQn0"
"258","¡Vamos, @thekfa! #Mundial2014 ¿De qué selección eres? https://t.co/xdvoeIUQn0"
"259","no te des por vencida.... haz qe la envidia se vuelva una fortaleza a tu favor @aleydaofficiall #NBLAleydaVoto"
"260","#NBLAleydaVoto"
"261","동영상을 @YouTube 재생목록 http://t.co/zSY5XBsYwg Homemade Popcorn on the Stovetop에 추가했습니다."
"262","Me ha gustado un vídeo de @YouTube (http://t.co/8i5mdL6j8B - Happy Tree Friends - Royal Flush (Ep #72))."
"263","@hairfinity thanks.....😊"
